cell_id,rainfall_2015,rainfall_2016,rainfall_2017,rainfall_2018,rainfall_2019,rainfall_2020,rainfall_2021,rainfall_2022,rainfall_2023,rainfall_2024,rainfall_mean,rainfall_anomaly
1805,1203.8,746.4,957.5,795.7,806.1,1103.2,1271.7,1109.4,701.2,1073.4,976.8399999999999,96.56000000000017
1810,1193.0,770.5,939.8,949.9,1020.7,1221.6,1534.9,1121.2,742.1,1102.2,1059.5900000000001,42.6099999999999
1815,1193.0,770.5,939.8,949.9,1020.7,1221.6,1534.9,1121.2,742.1,1102.2,1059.5900000000001,42.6099999999999
1820,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
1825,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
1830,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
1835,1176.9,775.5,968.3,942.9,967.0,1268.6,1440.9,1185.3,795.5,1080.9,1060.1799999999998,20.720000000000255
1840,1176.9,775.5,968.3,942.9,967.0,1268.6,1440.9,1185.3,795.5,1080.9,1060.1799999999998,20.720000000000255
1845,1203.8,746.4,917.8,847.4,889.9,1245.8,1323.5,1110.1,760.1,1016.9,1006.1700000000001,10.729999999999905
1850,1203.8,746.4,917.8,847.4,889.9,1245.8,1323.5,1110.1,760.1,1016.9,1006.1700000000001,10.729999999999905
1855,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
1860,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
1865,1203.8,746.4,995.2,800.9,817.6,1118.9,1268.8,1040.8,712.6,1050.1,975.51,74.58999999999992
1870,1203.8,746.4,957.5,795.7,806.1,1103.2,1271.7,1109.4,701.2,1073.4,976.8399999999999,96.56000000000017
1875,1211.1,695.8,957.5,795.7,806.1,1103.2,1271.7,1109.4,701.2,1073.4,972.51,100.8900000000001
1880,1193.0,770.5,939.8,949.9,1020.7,1221.6,1534.9,1121.2,742.1,1102.2,1059.5900000000001,42.6099999999999
1885,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
1890,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
1895,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
2155,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
2160,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
2165,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
2170,1176.9,775.5,968.3,942.9,967.0,1268.6,1440.9,1185.3,795.5,1080.9,1060.1799999999998,20.720000000000255
2175,1176.9,775.5,968.3,942.9,967.0,1268.6,1440.9,1185.3,795.5,1080.9,1060.1799999999998,20.720000000000255
2180,1203.8,746.4,917.8,847.4,889.9,1245.8,1323.5,1110.1,760.1,1016.9,1006.1700000000001,10.729999999999905
2185,1203.8,746.4,917.8,847.4,889.9,1245.8,1323.5,1110.1,760.1,1016.9,1006.1700000000001,10.729999999999905
2190,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
2195,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
2200,1203.8,746.4,995.2,800.9,817.6,1118.9,1268.8,1040.8,712.6,1050.1,975.51,74.58999999999992
2205,1203.8,746.4,957.5,795.7,806.1,1103.2,1271.7,1109.4,701.2,1073.4,976.8399999999999,96.56000000000017
2210,1211.1,695.8,957.5,795.7,806.1,1103.2,1271.7,1109.4,701.2,1073.4,972.51,100.8900000000001
2215,1193.0,770.5,939.8,949.9,1020.7,1221.6,1534.9,1121.2,742.1,1102.2,1059.5900000000001,42.6099999999999
2220,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
2225,1176.9,775.5,979.2,949.0,1038.2,1254.8,1490.9,1103.7,740.1,1120.0,1062.8300000000002,57.169999999999845
2230,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
2235,1176.9,775.5,1088.0,1007.1,1072.6,1296.3,1508.9,1210.7,828.4,1167.8,1113.22,54.57999999999993
2240,1176.9,775.5,968.3,942.9,967.0,1268.6,1440.9,1185.3,795.5,1080.9,1060.1799999999998,20.720000000000255
2245,1176.9,775.5,900.0,873.3,919.1,1256.5,1327.5,1108.5,729.6,996.5,1006.3399999999999,-9.839999999999918
2250,1203.8,746.4,917.8,847.4,889.9,1245.8,1323.5,1110.1,760.1,1016.9,1006.1700000000001,10.729999999999905
2255,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
2260,1203.8,746.4,927.6,783.9,823.6,1185.4,1303.6,1029.1,703.8,1005.5,971.2700000000001,34.229999999999905
2265,1203.8,746.4,995.2,800.9,817.6,1118.9,1268.8,1040.8,712.6,1050.1,975.51,74.58999999999992
2515,1203.8,746.4,900.0,873.3,919.1,1256.5,1327.5,1108.5,729.6,996.5,1006.1200000000001,-9.620000000000118
2520,1203.8,746.4,900.0,873.3,919.1,1256.5,1327.5,1108.5,729.6,996.5,1006.1200000000001,-9.620000000000118
2525,1203.8,746.4,859.8,812.1,874.4,1205.2,1310.1,1076.3,683.9,971.4,974.3399999999999,-2.939999999999941
2530,1203.8,746.4,935.6,843.6,866.5,1142.5,1291.5,1127.1,720.9,1015.9,989.3799999999999,26.520000000000095
2535,1203.8,746.4,935.6,843.6,866.5,1142.5,1291.5,1127.1,720.9,1015.9,989.3799999999999,26.520000000000095
2540,1203.8,746.4,945.5,815.5,826.7,1105.1,1275.8,1082.9,711.0,1041.9,975.46,66.44000000000005
2545,1211.1,695.8,945.5,815.5,826.7,1105.1,1275.8,1082.9,711.0,1041.9,971.1299999999999,70.77000000000021
2550,1193.0,770.5,860.8,954.1,988.4,1177.2,1449.7,1078.1,689.7,1100.4,1026.19,74.21000000000004
2555,1176.9,775.5,897.5,932.8,979.7,1152.2,1424.9,1072.3,650.7,1054.1,1011.6600000000001,42.43999999999983
2560,1176.9,775.5,992.3,1001.2,1025.6,1255.3,1469.8,1132.9,759.7,1084.0,1067.3200000000002,16.679999999999836
2565,1176.9,775.5,992.3,1001.2,1025.6,1255.3,1469.8,1132.9,759.7,1084.0,1067.3200000000002,16.679999999999836
2570,1176.9,775.5,943.9,944.9,974.2,1278.1,1414.9,1181.1,789.0,1075.1,1055.3600000000001,19.73999999999978
2575,1176.9,775.5,943.9,944.9,974.2,1278.1,1414.9,1181.1,789.0,1075.1,1055.3600000000001,19.73999999999978
2580,1176.9,775.5,900.0,873.3,919.1,1256.5,1327.5,1108.5,729.6,996.5,1006.3399999999999,-9.839999999999918
2585,1203.8,746.4,900.0,873.3,919.1,1256.5,1327.5,1108.5,729.6,996.5,1006.1200000000001,-9.620000000000118
2590,1203.8,746.4,859.8,812.1,874.4,1205.2,1310.1,1076.3,683.9,971.4,974.3399999999999,-2.939999999999941
2595,1203.8,746.4,859.8,812.1,874.4,1205.2,1310.1,1076.3,683.9,971.4,974.3399999999999,-2.939999999999941
2600,1203.8,746.4,935.6,843.6,866.5,1142.5,1291.5,1127.1,720.9,1015.9,989.3799999999999,26.520000000000095
2605,1203.8,746.4,935.6,843.6,866.5,1142.5,1291.5,1127.1,720.9,1015.9,989.3799999999999,26.520000000000095
2610,1211.1,695.8,945.5,815.5,826.7,1105.1,1275.8,1082.9,711.0,1041.9,971.1299999999999,70.77000000000021
2615,1193.0,770.5,860.8,954.1,988.4,1177.2,1449.7,1078.1,689.7,1100.4,1026.19,74.21000000000004
2620,1193.0,770.5,897.5,932.8,979.7,1152.2,1424.9,1072.3,650.7,1054.1,1012.7700000000001,41.329999999999814
2625,1176.9,775.5,897.5,932.8,979.7,1152.2,1424.9,1072.3,650.7,1054.1,1011.6600000000001,42.43999999999983
2855,1203.8,746.4,840.7,836.2,899.9,1157.9,1266.5,1098.0,667.7,944.6,966.1700000000001,-21.57000000000005
2860,1203.8,746.4,840.7,836.2,899.9,1157.9,1266.5,1098.0,667.7,944.6,966.1700000000001,-21.57000000000005
2865,1203.8,746.4,856.6,780.0,867.1,1117.6,1274.5,1119.6,668.9,945.8,958.03,-12.230000000000018
2870,1203.8,746.4,856.6,780.0,867.1,1117.6,1274.5,1119.6,668.9,945.8,958.03,-12.230000000000018
2875,1203.8,746.4,862.2,749.1,775.6,1034.5,1216.5,1027.6,642.4,990.3,924.8399999999998,65.46000000000015
2880,1211.1,695.8,862.2,749.1,775.6,1034.5,1216.5,1027.6,642.4,990.3,920.5099999999999,69.79000000000008
2885,1193.0,770.5,958.9,912.5,976.2,1128.5,1480.7,1061.2,661.2,1091.0,1023.3700000000001,67.62999999999988
2890,1176.9,775.5,958.9,912.5,976.2,1128.5,1480.7,1061.2,661.2,1091.0,1022.26,68.74000000000001
