cell_id,ndvi_2015,ndvi_2018,ndvi_2021,ndvi_2024,ndvi_change_2015_2018,ndvi_change_2018_2021,ndvi_change_2021_2024,ndvi_total_change
599,0.1813,,,,,,,
600,0.601,,,,,,,
601,0.3968,,,,,,,
602,0.5568,,,,,,,
603,0.6303,0.1689,0.1481,0.0534,-0.4614,-0.020799999999999985,-0.0947,-0.5769
604,0.7818,0.4066,0.12,0.2466,-0.37520000000000003,-0.2866,0.12660000000000002,-0.5352
605,0.7884,0.6661,0.6778,0.3815,-0.12229999999999996,0.011699999999999933,-0.29629999999999995,-0.4069
606,0.5341,0.3541,0.1651,0.2341,-0.18,-0.18900000000000003,0.069,-0.30000000000000004
607,0.8339,0.232,0.3852,0.15,-0.6019,0.15319999999999998,-0.2352,-0.6839
608,0.7026,0.5436,0.8145,0.4182,-0.15900000000000003,0.27090000000000003,-0.3963,-0.2844
609,0.5747,0.6068,0.729,0.2163,0.03210000000000002,0.12219999999999998,-0.5126999999999999,-0.3584
610,0.6736,0.4029,0.4631,0.2114,-0.2707,0.06020000000000003,-0.25170000000000003,-0.46219999999999994
611,0.824,0.3105,0.2206,0.026,-0.5135,-0.08990000000000001,-0.1946,-0.7979999999999999
612,0.6953,0.6788,0.4095,0.2227,-0.01650000000000007,-0.2693,-0.18679999999999997,-0.4726
613,0.513,0.4307,0.4419,0.184,-0.08229999999999998,0.011199999999999988,-0.2579,-0.329
614,0.8249,0.071,0.4957,0.1686,-0.7539,0.42469999999999997,-0.32709999999999995,-0.6563
615,0.7771,0.1954,0.653,0.1997,-0.5817,0.4576,-0.45330000000000004,-0.5774
616,0.0394,0.1803,0.6863,0.2644,0.1409,0.506,-0.4219,0.22500000000000003
617,0.8037,0.3128,0.6853,0.3868,-0.49089999999999995,0.3725,-0.29850000000000004,-0.4169
618,0.8454,,,,,,,
619,0.6876,,,,,,,
620,0.5066,,,,,,,
621,0.6969,,,,,,,
622,0.4646,,,,,,,
623,0.4191,,,,,,,
624,0.4066,,,,,,,
625,0.6038,,,,,,,
626,0.8016,,,,,,,
627,0.85,,,,,,,
628,0.718,,,,,,,
629,0.7489,,,,,,,
630,0.8186,,,,,,,
631,0.8145,,,,,,,
632,0.795,,,,,,,
633,0.7959,,,,,,,
634,0.7809,,,,,,,
635,0.7325,,,,,,,
636,0.4931,,,,,,,
637,0.5374,,,,,,,
638,0.5968,,,,,,,
639,0.4218,,,,,,,
640,0.3741,,,,,,,
641,0.1823,,,,,,,
642,0.6662,,,,,,,
643,0.7252,,,,,,,
644,0.5343,,,,,,,
645,0.6938,,,,,,,
646,0.6901,,,,,,,
647,0.4321,,,,,,,
648,0.3734,,,,,,,
649,0.7622,,,,,,,
650,0.5259,,,,,,,
651,0.2291,,,,,,,
652,0.19,,,,,,,
653,0.2717,,,,,,,
654,0.5041,,,,,,,
655,0.6145,,,,,,,
656,0.6022,,,,,,,
657,0.3119,,,,,,,
658,0.3516,,,,,,,
659,0.4705,,,,,,,
660,0.325,,,,,,,
661,0.2432,,,,,,,
662,0.3428,,,,,,,
663,0.4792,,,,,,,
664,0.6795,,,,,,,
665,0.3783,,,,,,,
666,0.3289,,,,,,,
667,0.1238,,,,,,,
668,0.7858,,,,,,,
669,0.3381,,,,,,,
670,0.7252,0.274,0.6171,0.3651,-0.45119999999999993,0.34309999999999996,-0.252,-0.3601
671,0.7817,0.0127,0.4289,0.2934,-0.7689999999999999,0.4162,-0.1355,-0.48829999999999996
672,0.6167,0.048,0.4633,0.2116,-0.5687,0.4153,-0.2517,-0.4051
673,0.585,0.257,0.2645,0.1892,-0.32799999999999996,0.007500000000000007,-0.0753,-0.39579999999999993
674,0.6945,0.1499,0.5505,0.1654,-0.5446,0.40059999999999996,-0.3851,-0.5291
675,0.694,0.2003,0.6907,0.1996,-0.4936999999999999,0.49039999999999995,-0.4911,-0.49439999999999995
676,0.6266,-0.0231,0.3856,0.1033,-0.6497,0.4087,-0.2823,-0.5233000000000001
677,0.7973,0.2162,0.4764,0.2991,-0.5811,0.2602,-0.1773,-0.49820000000000003
678,0.4754,0.0414,0.4124,0.2598,-0.434,0.371,-0.1526,-0.2156
679,0.6737,0.0077,0.5442,0.267,-0.6659999999999999,0.5365,-0.2772,-0.40669999999999995
680,0.7369,0.1191,0.4884,0.1856,-0.6178,0.3693,-0.3028,-0.5513
681,0.6495,0.2969,0.5264,0.2473,-0.35259999999999997,0.22949999999999998,-0.2791,-0.4022
682,0.7232,0.1738,-0.1697,0.3168,-0.5493999999999999,-0.3435,0.48650000000000004,-0.40639999999999993
683,0.52,0.0514,0.7819,0.2225,-0.4686,0.7305,-0.5594,-0.2975
684,0.8205,0.2713,0.3198,0.3011,-0.5492,0.04849999999999999,-0.018699999999999994,-0.5194000000000001
685,0.4759,,,,,,,
686,0.6689,,,,,,,
687,0.6464,,,,,,,
688,0.3696,,,,,,,
689,0.7808,,,,,,,
690,0.8125,,,,,,,
691,0.3942,,,,,,,
692,0.8983,,,,,,,
693,0.6601,,,,,,,
694,0.4202,,,,,,,
695,0.756,,,,,,,
696,0.6857,,,,,,,
697,0.6255,,,,,,,
698,0.5945,,,,,,,
699,0.7357,,,,,,,
700,0.83,,,,,,,
701,0.75,,,,,,,
702,0.4981,,,,,,,
703,0.8349,,,,,,,
704,0.4317,,,,,,,
705,0.6713,,,,,,,
706,0.818,,,,,,,
707,0.7323,,,,,,,
708,0.7546,,,,,,,
709,0.7072,,,,,,,
710,0.4364,,,,,,,
711,0.4988,,,,,,,
712,0.781,,,,,,,
713,0.1766,,,,,,,
714,0.4851,,,,,,,
715,0.4117,,,,,,,
716,0.7013,,,,,,,
717,0.2658,,,,,,,
718,0.3648,,,,,,,
719,0.4719,,,,,,,
720,0.5647,,,,,,,
721,0.5113,,,,,,,
722,0.7084,,,,,,,
723,0.3946,,,,,,,
724,0.3906,,,,,,,
725,0.6791,,,,,,,
726,0.6525,,,,,,,
727,0.6626,,,,,,,
728,0.5642,,,,,,,
729,0.6723,,,,,,,
730,0.6081,,,,,,,
731,0.2291,,,,,,,
732,0.4127,,,,,,,
733,0.2173,,,,,,,
734,0.2798,,,,,,,
735,0.6572,,,,,,,
736,0.482,,,,,,,
737,0.8148,0.1578,0.7219,0.0765,-0.657,0.5641,-0.6454,-0.7383
738,0.8118,-0.0188,-0.0909,0.0747,-0.8306,-0.0721,0.1656,-0.7371
739,0.7376,0.1104,0.385,0.2285,-0.6272,0.2746,-0.1565,-0.5091
740,0.7436,0.0053,0.2495,0.3871,-0.7383000000000001,0.2442,0.1376,-0.35650000000000004
741,0.7361,-0.0132,0.5918,0.2288,-0.7493,0.605,-0.363,-0.5073
742,0.673,0.0243,0.2972,0.4094,-0.6487,0.27290000000000003,0.11219999999999997,-0.26360000000000006
743,0.6303,0.1421,0.4168,0.2298,-0.48819999999999997,0.2747,-0.187,-0.40049999999999997
744,0.7117,-0.0208,0.4494,0.2237,-0.7325,0.4702,-0.2257,-0.488
745,0.6188,0.0503,0.5532,0.3036,-0.5685,0.5029,-0.24960000000000004,-0.31520000000000004
746,0.6743,0.107,0.5404,0.2826,-0.5673,0.4334,-0.2578,-0.3917
747,0.6478,0.3671,0.2666,0.1942,-0.28070000000000006,-0.10049999999999998,-0.07239999999999999,-0.4536
748,0.6062,0.2552,0.5559,0.1435,-0.351,0.30069999999999997,-0.4124,-0.4627
749,0.6496,0.1103,0.3723,0.1398,-0.5393,0.262,-0.2325,-0.5097999999999999
750,0.6776,0.1878,0.1446,0.1543,-0.4898,-0.04319999999999999,0.009699999999999986,-0.5233
751,0.8383,0.2075,0.7069,0.3587,-0.6308,0.49939999999999996,-0.34819999999999995,-0.4796
752,0.8323,,,,,,,
753,0.7932,,,,,,,
754,0.5832,,,,,,,
755,0.4073,,,,,,,
756,0.6696,,,,,,,
757,0.4089,,,,,,,
758,0.5099,,,,,,,
759,0.5105,,,,,,,
760,0.8282,,,,,,,
761,0.746,,,,,,,
762,0.575,,,,,,,
763,0.6656,,,,,,,
764,0.76,,,,,,,
765,0.7068,,,,,,,
766,0.7486,,,,,,,
767,0.5279,,,,,,,
768,0.8416,,,,,,,
769,0.7524,,,,,,,
770,0.3007,,,,,,,
771,0.7217,,,,,,,
772,0.4618,,,,,,,
773,0.6617,,,,,,,
774,0.5255,,,,,,,
775,0.4968,,,,,,,
776,0.6714,,,,,,,
777,0.2598,,,,,,,
778,0.675,,,,,,,
779,0.4008,,,,,,,
780,0.6664,,,,,,,
781,0.8888,,,,,,,
782,0.82,,,,,,,
783,0.7074,,,,,,,
784,0.4198,,,,,,,
785,0.2999,,,,,,,
786,0.3998,,,,,,,
787,0.3722,,,,,,,
788,0.4464,,,,,,,
789,0.4632,,,,,,,
790,0.7116,,,,,,,
791,0.5282,,,,,,,
792,0.4588,,,,,,,
793,0.6309,,,,,,,
794,0.5815,,,,,,,
795,0.78,,,,,,,
796,0.193,,,,,,,
797,0.7113,,,,,,,
798,0.6411,,,,,,,
799,0.3523,,,,,,,
800,0.4932,,,,,,,
801,0.313,,,,,,,
802,0.5856,,,,,,,
803,0.5174,,,,,,,
804,0.4659,0.5323,0.1107,0.1765,0.06640000000000001,-0.4216,0.06579999999999998,-0.2894
805,0.8135,0.1383,0.1058,0.1448,-0.6752,-0.0325,0.03900000000000001,-0.6687
806,0.8154,0.0893,0.473,0.4114,-0.7261,0.3837,-0.06159999999999999,-0.404
807,0.7923,0.2294,0.3792,0.3657,-0.5629,0.1498,-0.013499999999999956,-0.4266
808,0.7517,0.3953,0.6183,0.3138,-0.35640000000000005,0.22299999999999998,-0.30449999999999994,-0.4379
809,0.7506,0.2033,0.3361,0.16,-0.5473,0.1328,-0.1761,-0.5906
810,0.6433,0.1702,0.4472,0.2115,-0.47309999999999997,0.277,-0.2357,-0.43179999999999996
811,0.4143,0.5106,0.3839,0.2384,0.09630000000000005,-0.12670000000000003,-0.14550000000000002,-0.1759
812,0.3581,0.0897,0.1795,0.1275,-0.26839999999999997,0.08979999999999999,-0.05199999999999999,-0.23059999999999997
813,0.6697,0.5097,0.3868,0.1908,-0.15999999999999992,-0.12290000000000006,-0.19599999999999998,-0.4789
814,0.7319,0.3591,0.5789,0.2988,-0.3728,0.2198,-0.28009999999999996,-0.4331
815,0.741,0.046,0.2121,0.1612,-0.695,0.16610000000000003,-0.0509,-0.5798
816,0.658,0.1982,0.6464,0.2892,-0.45980000000000004,0.4482,-0.35719999999999996,-0.3688
817,0.6742,0.2412,0.3124,0.145,-0.43300000000000005,0.07120000000000001,-0.16740000000000002,-0.5292
818,0.6925,0.1835,0.1491,0.1127,-0.509,-0.034399999999999986,-0.036400000000000016,-0.5798
819,0.7722,,,,,,,
820,0.7054,,,,,,,
821,0.7013,,,,,,,
822,0.4908,,,,,,,
823,0.6277,,,,,,,
824,0.5799,,,,,,,
825,0.6709,,,,,,,
826,0.8085,,,,,,,
827,0.4205,,,,,,,
828,0.7268,,,,,,,
829,0.8322,,,,,,,
830,0.6657,,,,,,,
831,0.7044,,,,,,,
832,0.8464,,,,,,,
833,0.8455,,,,,,,
834,0.877,,,,,,,
835,0.8328,,,,,,,
836,0.6457,,,,,,,
837,0.5563,,,,,,,
838,0.332,,,,,,,
839,0.3752,,,,,,,
840,0.7941,,,,,,,
841,0.484,,,,,,,
842,0.4718,,,,,,,
843,0.7262,,,,,,,
844,0.1274,,,,,,,
845,0.2354,,,,,,,
846,0.6861,,,,,,,
847,0.8011,,,,,,,
848,0.6687,,,,,,,
849,0.5875,,,,,,,
850,0.5904,,,,,,,
851,0.5203,,,,,,,
852,0.5756,,,,,,,
853,0.383,,,,,,,
854,0.5715,,,,,,,
855,0.6748,,,,,,,
856,0.593,,,,,,,
857,0.18,,,,,,,
858,0.5338,,,,,,,
859,0.4791,,,,,,,
860,0.3463,,,,,,,
861,0.4585,,,,,,,
862,0.5393,,,,,,,
863,0.3818,,,,,,,
864,0.6182,,,,,,,
865,0.3515,,,,,,,
866,0.5135,,,,,,,
867,0.6065,,,,,,,
868,0.5478,,,,,,,
869,0.2655,,,,,,,
870,0.5307,,,,,,,
871,0.4557,0.5404,0.4219,0.2862,0.0847,-0.1185,-0.1357,-0.16949999999999998
872,0.5609,0.1563,0.1945,0.1611,-0.40459999999999996,0.03820000000000001,-0.03340000000000001,-0.39979999999999993
873,0.5418,0.3333,0.3197,0.1327,-0.20849999999999996,-0.013600000000000001,-0.18699999999999997,-0.4090999999999999
874,0.7724,0.0215,0.5292,0.3238,-0.7509,0.5077,-0.20540000000000003,-0.4486
875,0.8254,0.4037,0.5998,0.4067,-0.4217,0.1961,-0.1931,-0.4187
876,0.7449,0.1426,0.4347,0.1696,-0.6023000000000001,0.29209999999999997,-0.2651,-0.5753
877,0.5151,0.4173,0.3589,0.2114,-0.0978,-0.05840000000000001,-0.1475,-0.30369999999999997
878,0.5917,0.2913,0.4088,0.1962,-0.3004,0.1175,-0.21259999999999998,-0.39549999999999996
879,0.6958,0.2867,0.4714,0.1946,-0.40909999999999996,0.18469999999999998,-0.2768,-0.5012
880,0.4195,0.4082,0.2124,0.1658,-0.011299999999999977,-0.1958,-0.0466,-0.2537
881,0.5318,0.2727,0.4602,0.1917,-0.25910000000000005,0.1875,-0.26849999999999996,-0.34010000000000007
882,0.5512,0.1229,-0.2428,0.3277,-0.4283,-0.36569999999999997,0.5705,-0.22350000000000003
883,0.6137,0.0429,0.6143,0.3417,-0.5708,0.5713999999999999,-0.27259999999999995,-0.272
884,0.5486,0.2225,0.3508,0.1433,-0.32609999999999995,0.1283,-0.2075,-0.4053
885,0.5264,0.2614,0.5024,0.1853,-0.26499999999999996,0.24099999999999994,-0.31709999999999994,-0.34109999999999996
886,0.7602,,,,,,,
887,0.6059,,,,,,,
888,0.5971,,,,,,,
889,0.814,,,,,,,
890,0.6326,,,,,,,
891,0.6846,,,,,,,
892,0.6377,,,,,,,
893,0.6437,,,,,,,
894,0.3338,,,,,,,
895,0.6043,,,,,,,
896,0.8211,,,,,,,
897,0.8232,,,,,,,
898,0.5922,,,,,,,
899,0.6584,,,,,,,
900,0.8102,,,,,,,
901,0.6526,,,,,,,
902,0.8048,,,,,,,
903,0.7933,,,,,,,
904,0.5386,,,,,,,
905,0.8418,,,,,,,
906,0.5177,,,,,,,
907,0.653,,,,,,,
908,0.45,,,,,,,
909,0.4349,,,,,,,
910,0.7466,,,,,,,
911,0.8333,,,,,,,
912,0.2976,,,,,,,
913,0.8847,,,,,,,
914,0.2249,,,,,,,
915,0.7875,,,,,,,
916,0.5755,,,,,,,
917,0.7006,,,,,,,
918,0.6349,,,,,,,
919,0.6885,,,,,,,
920,0.5745,,,,,,,
921,0.4598,,,,,,,
922,0.8685,,,,,,,
923,0.5289,,,,,,,
924,0.5568,,,,,,,
925,0.3446,,,,,,,
926,0.68,,,,,,,
927,0.3699,,,,,,,
928,0.2998,,,,,,,
929,0.6691,,,,,,,
930,0.6569,,,,,,,
931,0.4489,,,,,,,
932,0.1816,,,,,,,
933,0.6006,,,,,,,
934,0.5417,,,,,,,
935,0.674,,,,,,,
936,0.647,,,,,,,
937,0.256,,,,,,,
938,0.7068,0.1553,0.1495,0.3614,-0.5515,-0.0058,0.2119,-0.3454
939,0.5924,0.005,0.187,0.3183,-0.5874,0.182,0.13130000000000003,-0.2741
940,0.4424,0.5657,0.585,0.3112,0.12329999999999997,0.019299999999999984,-0.2738,-0.13120000000000004
941,0.6958,0.0609,0.3231,0.158,-0.6349,0.2622,-0.1651,-0.5378
942,0.5736,-0.0044,0.5933,0.4034,-0.578,0.5977,-0.18990000000000007,-0.17020000000000002
943,0.6789,-0.0493,0.2018,0.1845,-0.7282,0.2511,-0.01730000000000001,-0.49439999999999995
944,0.4022,0.2657,0.3926,0.2035,-0.1365,0.1269,-0.18910000000000002,-0.19870000000000002
945,0.4883,0.3054,0.4578,0.1589,-0.1829,0.15239999999999998,-0.29889999999999994,-0.3294
946,0.4858,0.0958,0.3914,0.1195,-0.39,0.29560000000000003,-0.27190000000000003,-0.3663
947,0.6555,0.465,0.7096,0.3731,-0.19049999999999995,0.24459999999999998,-0.3365,-0.2824
948,0.6049,0.0973,0.1744,0.1726,-0.5076,0.0771,-0.001799999999999996,-0.4323
949,0.6334,0.1511,0.3596,0.4663,-0.48229999999999995,0.20849999999999996,0.10670000000000002,-0.16709999999999997
950,0.3422,0.1604,0.4673,0.2909,-0.18180000000000002,0.3069,-0.1764,-0.05130000000000001
951,0.4171,0.2594,0.1093,0.1647,-0.1577,-0.1501,0.05540000000000002,-0.2524
952,0.6438,0.3608,0.6273,0.0347,-0.28300000000000003,0.26649999999999996,-0.5926,-0.6091000000000001
953,0.4714,,,,,,,
954,0.6573,,,,,,,
955,0.73,,,,,,,
956,0.6936,,,,,,,
957,0.602,,,,,,,
958,0.7535,,,,,,,
959,0.6429,,,,,,,
960,0.6577,,,,,,,
961,0.4426,,,,,,,
962,0.6321,,,,,,,
963,0.8693,,,,,,,
964,0.7659,,,,,,,
965,0.7802,,,,,,,
966,0.64,,,,,,,
967,0.1357,,,,,,,
968,0.608,,,,,,,
969,0.5612,,,,,,,
970,0.2874,,,,,,,
971,0.4085,,,,,,,
972,0.2025,,,,,,,
973,0.5088,,,,,,,
974,0.6195,,,,,,,
975,0.6681,,,,,,,
976,0.5004,,,,,,,
977,0.6748,,,,,,,
978,0.3173,,,,,,,
979,0.8065,,,,,,,
980,0.139,,,,,,,
981,0.5273,,,,,,,
982,0.2613,,,,,,,
983,0.5836,,,,,,,
984,0.6096,,,,,,,
985,0.7946,,,,,,,
986,0.7759,,,,,,,
987,0.5863,,,,,,,
988,0.6591,,,,,,,
989,0.5257,,,,,,,
990,0.6967,,,,,,,
991,0.284,,,,,,,
992,0.2982,,,,,,,
993,0.724,,,,,,,
994,0.3681,,,,,,,
995,0.5749,,,,,,,
996,0.2494,,,,,,,
997,0.5138,,,,,,,
998,0.4304,,,,,,,
999,-0.1957,,,,,,,
1000,0.4475,,,,,,,
1001,0.3296,,,,,,,
1002,0.5971,,,,,,,
1003,0.5522,,,,,,,
1004,0.5301,,,,,,,
1005,0.5951,0.7009,0.6692,0.355,0.1058,-0.03169999999999995,-0.31420000000000003,-0.24009999999999998
1006,0.6704,-0.0017,0.2372,0.2111,-0.6721,0.2389,-0.026099999999999984,-0.4593
1007,0.6635,0.4803,0.4114,0.1163,-0.18319999999999997,-0.06890000000000002,-0.2951,-0.5472
1008,0.6608,0.3082,0.5822,0.2824,-0.3526000000000001,0.2740000000000001,-0.29980000000000007,-0.37840000000000007
1009,0.5052,0.6378,0.6939,0.4276,0.13260000000000005,0.05609999999999993,-0.2663,-0.0776
1010,0.6571,0.3015,0.4673,0.2811,-0.3556,0.1658,-0.18619999999999998,-0.376
1011,0.5764,0.4605,0.5719,0.1826,-0.1159,0.11139999999999994,-0.3893,-0.39380000000000004
1012,0.5446,0.2283,0.3743,0.1763,-0.31629999999999997,0.14600000000000002,-0.198,-0.36829999999999996
1013,0.7272,0.5199,0.3261,0.1082,-0.20729999999999993,-0.19380000000000003,-0.21789999999999998,-0.619
1014,0.4436,0.2866,0.6526,0.247,-0.15699999999999997,0.36599999999999994,-0.40559999999999996,-0.1966
1015,0.7609,0.0443,0.4768,0.171,-0.7166,0.4325,-0.30579999999999996,-0.5899
1016,0.529,0.223,0.5085,0.2651,-0.30600000000000005,0.2855,-0.24339999999999995,-0.2639
1017,0.4228,0.1788,0.4274,0.1557,-0.24400000000000002,0.24860000000000002,-0.2717,-0.2671
1018,0.6094,0.253,0.4838,0.3385,-0.35640000000000005,0.2308,-0.14529999999999998,-0.27090000000000003
1019,0.6269,0.6215,0.4103,0.1382,-0.00539999999999996,-0.21120000000000005,-0.2721,-0.4887
1020,0.5959,,,,,,,
1021,0.6899,,,,,,,
1022,0.7859,,,,,,,
1023,0.7379,,,,,,,
1024,0.5474,,,,,,,
1025,0.7158,,,,,,,
1026,0.7151,,,,,,,
1027,0.5243,,,,,,,
1028,0.7746,,,,,,,
1029,0.8626,,,,,,,
1030,0.6295,,,,,,,
1031,0.8015,,,,,,,
1032,0.1721,,,,,,,
1033,0.7684,,,,,,,
1034,0.5333,,,,,,,
1035,0.3584,,,,,,,
1036,0.6177,,,,,,,
1037,0.7992,,,,,,,
1038,0.5892,,,,,,,
1039,0.5717,,,,,,,
1040,0.4657,,,,,,,
1041,0.3072,,,,,,,
1042,0.6054,,,,,,,
1043,0.1633,,,,,,,
1044,0.6386,,,,,,,
1045,0.3047,,,,,,,
1046,0.5796,,,,,,,
1047,0.7731,,,,,,,
1048,0.4924,,,,,,,
1049,0.6422,,,,,,,
1050,0.5002,,,,,,,
1051,0.6708,,,,,,,
1052,0.5156,,,,,,,
1053,0.4089,,,,,,,
1054,0.5936,,,,,,,
1055,0.395,,,,,,,
1056,0.7634,,,,,,,
1057,0.4684,,,,,,,
1058,0.4567,,,,,,,
1059,0.439,,,,,,,
1060,0.255,,,,,,,
1061,0.5046,,,,,,,
1062,0.357,,,,,,,
1063,0.4571,,,,,,,
1064,0.6216,,,,,,,
1065,0.3972,,,,,,,
1066,0.65,,,,,,,
1067,0.7301,,,,,,,
1068,0.452,,,,,,,
1069,0.4476,,,,,,,
1070,0.35,,,,,,,
1071,0.3746,,,,,,,
1072,0.5326,0.1087,0.0748,0.0773,-0.42389999999999994,-0.0339,0.0024999999999999883,-0.4553
1073,0.5255,0.0043,0.3287,0.1063,-0.5212,0.32439999999999997,-0.2224,-0.41919999999999996
1074,0.5717,0.0557,0.8439,0.4443,-0.516,0.7882,-0.3996,-0.1274
1075,0.7866,0.3299,0.2398,0.2028,-0.45669999999999994,-0.09010000000000001,-0.037000000000000005,-0.5838
1076,0.4358,0.4395,0.7024,0.3643,0.003699999999999981,0.2629,-0.3381,-0.07150000000000001
1077,0.5175,0.5271,0.2817,0.3429,0.009600000000000053,-0.2454,0.06119999999999998,-0.17459999999999998
1078,0.4836,0.1975,0.45,0.1973,-0.28609999999999997,0.2525,-0.25270000000000004,-0.2863
1079,0.5264,0.4969,0.3977,0.1265,-0.02949999999999997,-0.09920000000000001,-0.2712,-0.3999
1080,0.5209,0.3615,0.0685,0.0427,-0.15940000000000004,-0.293,-0.025800000000000003,-0.4782
1081,0.5753,0.3409,0.4833,0.1577,-0.23440000000000005,0.14240000000000003,-0.3256,-0.4176
1082,0.6985,0.1053,0.6173,0.2694,-0.5932,0.512,-0.3479,-0.42910000000000004
1083,0.4413,0.0863,0.0695,0.0604,-0.35500000000000004,-0.016799999999999995,-0.009100000000000004,-0.3809
1084,0.5371,0.1067,0.2366,0.1274,-0.4304,0.12990000000000002,-0.10919999999999999,-0.4097
1085,0.4853,0.2191,0.5162,0.1868,-0.2662,0.29710000000000003,-0.3294,-0.2985
1086,0.4829,0.3401,0.6239,0.2657,-0.14279999999999998,0.2838,-0.3582,-0.2172
1087,0.794,,,,,,,
1088,0.7133,,,,,,,
1089,0.7231,,,,,,,
1090,0.8145,,,,,,,
1091,0.5957,,,,,,,
1092,0.792,,,,,,,
1093,0.4959,,,,,,,
1094,0.8003,,,,,,,
1095,0.7185,,,,,,,
1096,0.802,,,,,,,
1097,0.7541,,,,,,,
1098,0.7615,,,,,,,
1099,0.2193,,,,,,,
1100,0.7259,,,,,,,
1101,0.5512,,,,,,,
1102,0.5134,,,,,,,
1103,0.5372,,,,,,,
1104,0.4267,,,,,,,
1105,0.6496,,,,,,,
1106,0.7116,,,,,,,
1107,0.5156,,,,,,,
1108,0.3999,,,,,,,
1109,0.7088,,,,,,,
1110,0.5573,,,,,,,
1111,0.4332,,,,,,,
1112,0.1055,,,,,,,
1113,0.1869,,,,,,,
1114,0.3052,,,,,,,
1115,0.16,,,,,,,
1116,0.3181,,,,,,,
1117,0.4427,,,,,,,
1118,0.7514,,,,,,,
1119,0.447,,,,,,,
1120,0.6953,,,,,,,
1121,0.7486,,,,,,,
1122,0.5873,,,,,,,
1123,0.2778,,,,,,,
1124,0.6565,,,,,,,
1125,0.499,,,,,,,
1126,0.4474,,,,,,,
1127,0.6225,,,,,,,
1128,0.4452,,,,,,,
1129,0.2667,,,,,,,
1130,0.3183,,,,,,,
1131,0.4619,,,,,,,
1132,0.6379,,,,,,,
1133,0.3694,,,,,,,
1134,0.4055,,,,,,,
1135,0.6174,,,,,,,
1136,0.4504,,,,,,,
1137,0.4068,,,,,,,
1138,0.4917,,,,,,,
1139,0.4462,0.1465,0.374,0.2964,-0.29969999999999997,0.2275,-0.0776,-0.1498
1140,0.7005,0.016,0.5825,0.332,-0.6845,0.5665,-0.2505,-0.3685
1141,0.6861,0.1954,0.2519,0.1261,-0.4907,0.05650000000000002,-0.12580000000000002,-0.56
1142,0.7138,0.2521,0.2916,0.3175,-0.4617,0.039500000000000035,0.02589999999999998,-0.3963
1143,0.6115,-0.0197,0.3782,0.17,-0.6312000000000001,0.3979,-0.20819999999999997,-0.4415
1144,0.3403,0.1372,0.1245,0.1131,-0.2031,-0.012699999999999989,-0.011399999999999993,-0.22719999999999999
1145,0.6912,0.0837,0.3549,0.1319,-0.6075,0.2712,-0.223,-0.5593
1146,0.5239,0.1714,0.4841,0.1864,-0.35250000000000004,0.3127,-0.29769999999999996,-0.3375
1147,0.6279,0.0145,0.5104,0.2849,-0.6134000000000001,0.49589999999999995,-0.22549999999999998,-0.343
1148,0.5792,0.1335,0.411,0.2781,-0.44570000000000004,0.27749999999999997,-0.13289999999999996,-0.30110000000000003
1149,0.587,0.0895,0.6218,0.272,-0.49749999999999994,0.5323,-0.3498,-0.31499999999999995
1150,0.5467,0.0441,0.4885,0.2453,-0.5025999999999999,0.4444,-0.2432,-0.3014
1151,0.4648,0.1093,0.6279,0.3139,-0.3555,0.5186000000000001,-0.314,-0.15089999999999998
1152,0.4521,0.2738,0.2107,0.1439,-0.17830000000000001,-0.06309999999999999,-0.0668,-0.30820000000000003
1153,0.488,0.1735,0.2069,0.1696,-0.3145,0.03340000000000001,-0.0373,-0.3184
1154,0.5056,,,,,,,
1155,0.3811,,,,,,,
1156,0.4669,,,,,,,
1157,0.7086,,,,,,,
1158,0.5384,,,,,,,
1159,0.7037,,,,,,,
1160,0.7999,,,,,,,
1161,0.7445,,,,,,,
1162,0.8472,,,,,,,
1163,0.528,,,,,,,
1164,0.4834,,,,,,,
1165,0.6545,,,,,,,
1166,0.5608,,,,,,,
1167,0.564,,,,,,,
1168,0.1938,,,,,,,
1169,0.583,,,,,,,
1170,0.3127,,,,,,,
1171,0.2965,,,,,,,
1172,0.2286,,,,,,,
1173,0.665,,,,,,,
1174,0.4896,,,,,,,
1175,0.3259,,,,,,,
1176,0.7331,,,,,,,
1177,0.3207,,,,,,,
1178,0.4148,,,,,,,
1179,0.6499,,,,,,,
1180,0.4145,,,,,,,
1181,0.3042,,,,,,,
1182,0.6622,,,,,,,
1183,0.6166,,,,,,,
1184,0.4604,,,,,,,
1185,0.7824,,,,,,,
1186,0.3103,,,,,,,
1187,0.6163,,,,,,,
1188,0.5865,,,,,,,
1189,0.4325,,,,,,,
1190,0.6801,,,,,,,
1191,0.3121,,,,,,,
1192,0.3135,,,,,,,
1193,0.6497,,,,,,,
1194,0.6594,,,,,,,
1195,0.5489,,,,,,,
1196,0.4658,,,,,,,
1197,0.3643,,,,,,,
1198,0.3885,,,,,,,
1199,0.2738,,,,,,,
1200,0.4391,,,,,,,
1201,0.4437,,,,,,,
1202,0.7056,,,,,,,
1203,0.6484,,,,,,,
1204,0.3726,,,,,,,
1205,0.4841,,,,,,,
1206,0.5281,0.2027,0.333,0.1708,-0.3254,0.13030000000000003,-0.1622,-0.3573
1207,0.3801,0.4102,0.5438,0.3156,0.030100000000000016,0.13359999999999994,-0.22819999999999996,-0.0645
