cell_id,center_lat,center_lon
1114,12.8485,77.6825
1115,12.8485,77.6915
1116,12.8485,77.7005
1117,12.8485,77.7095
1118,12.8485,77.7185
1119,12.8485,77.7275
1120,12.8485,77.7365
1121,12.8485,77.7455
1122,12.8485,77.7545
1123,12.8485,77.7635
1124,12.8485,77.7725
1125,12.8485,77.7815
1126,12.8485,77.7905
1127,12.8485,77.7995
1128,12.8485,77.8085
1129,12.8485,77.8175
1130,12.8485,77.8265
1131,12.8485,77.8355
1132,12.8485,77.8445
1133,12.8485,77.8535
1134,12.8485,77.8625
1135,12.8485,77.8715
1136,12.8485,77.8805
1137,12.8485,77.8895
1138,12.8485,77.8985
1139,12.8575,77.3045
1140,12.8575,77.3135
1141,12.8575,77.3225
1142,12.8575,77.3315
1143,12.8575,77.3405
1144,12.8575,77.3495
