cell_id,road_length_km,building_count
1140,0.0,0
1141,1.8681,0
1142,8.0342,0
1143,8.5197,0
1144,6.4616,0
1145,8.8956,0
1146,14.9392,0
1147,6.2601,0
1148,18.5263,0
1149,6.6219,0
1150,7.7302,0
1151,8.818,0
1152,47.3899,3
1153,30.073,12
1154,2.7274,14
1155,22.0296,3
1156,23.1206,146
1157,16.3543,140
1158,23.5435,132
1159,5.6656,13
1160,1.5949,7
1161,0.0,0
1162,15.4009,128
1163,23.1631,16
1164,28.253,75
1165,19.4376,166
1166,53.074,78
1167,46.5334,82
1168,56.6133,126
1169,53.2987,165
1170,47.1011,214
1171,44.0753,434
1172,41.8854,166
1173,36.6072,174
1174,33.7871,9
1175,8.5325,0
1176,18.7998,13
1177,44.0563,60
1178,62.4814,531
1179,56.5798,369
1180,41.7408,672
1181,43.9377,40
1182,16.4126,153
1183,21.1665,105
1184,19.1316,9
1185,15.2391,0
1186,23.576,33
1187,9.884,76
1188,6.1067,0
1189,11.8332,92
1190,18.0241,188
1191,9.9982,153
1192,24.544,478
1193,23.1603,536
1194,12.2068,926
1195,18.2885,287
1196,25.2311,1
1197,14.7892,0
1198,8.5771,0
1199,10.3755,0
1200,9.1953,0
1201,12.9117,0
1202,17.1315,0
1203,14.0898,0
1204,0.0,0
1205,0.8325,0
1206,0.0,0
1207,0.0,0
1208,3.6073,0
1209,17.212,0
1210,8.2413,0
1211,5.0213,0
1212,13.7766,0
1213,8.6685,0
1214,14.9774,1
1215,11.8491,0
1216,8.0273,0
1217,0.0,0
1218,8.3586,0
1219,26.3375,8
1220,42.6375,6
1221,30.117,32
1222,21.5879,6
1223,23.0344,251
1224,15.4955,36
1225,30.3123,246
1226,11.604,47
1227,0.0,0
1228,7.9025,0
1229,43.3498,175
1230,43.5976,82
1231,36.92,52
1232,37.6591,429
1233,32.4559,188
1234,49.9269,193
1235,47.5255,486
1236,53.4113,381
1237,48.2308,1107
1238,26.2618,531
1239,24.2246,468
1240,22.9979,196
1241,46.3726,365
1242,41.0921,252
1243,32.4409,136
1244,34.7878,94
1245,61.5384,362
1246,17.5595,109
1247,34.1198,218
1248,22.452,36
1249,14.201,22
1250,26.3524,202
1251,23.2683,9
1252,18.9948,0
1253,13.6121,41
1254,4.9269,42
1255,6.3603,12
1256,14.2655,18
1257,7.387,134
1258,11.1737,255
1259,3.0098,31
1260,5.8811,389
1261,9.0159,574
1262,18.992,323
1263,18.5388,38
1264,10.2703,0
1265,2.3233,0
1266,11.9691,0
1267,17.9487,0
1268,23.2746,0
1269,18.1998,0
1270,11.5459,0
1271,4.3037,0
1272,7.6845,0
1273,0.0,0
1274,6.929,0
1275,8.7608,0
1276,5.1535,0
1277,13.7933,0
1278,4.1497,0
1279,9.9814,0
1280,15.0452,0
1281,20.713,0
1282,9.9181,0
1283,4.59,0
1284,7.5407,0
1285,7.0635,0
1286,19.9515,0
1287,31.2314,0
1288,46.2163,21
1289,44.5704,102
1290,48.1204,287
1291,31.5187,176
1292,38.284,240
1293,35.1256,247
1294,27.1639,33
1295,35.4288,98
1296,61.2299,282
1297,30.7763,112
1298,40.1962,100
1299,55.942,107
1300,36.0113,166
1301,50.4067,149
1302,43.051,236
1303,48.2475,663
1304,38.8238,1191
1305,14.2913,356
1306,40.9981,929
1307,39.4934,633
1308,39.516,719
1309,23.127,517
1310,40.0397,443
1311,55.3788,266
1312,71.3756,530
1313,29.0791,129
1314,51.719,762
1315,12.1162,145
1316,7.0002,33
1317,9.6065,153
1318,7.6694,0
1319,12.2843,2
1320,11.2751,31
1321,9.3509,50
1322,9.9352,63
1323,24.0961,102
1324,12.4399,185
1325,13.6237,124
1326,20.4005,102
1327,11.4401,126
1328,36.0362,57
1329,16.3757,410
1330,21.5595,326
1331,13.9264,0
1332,9.2612,0
1333,7.3355,0
1334,12.1181,0
1335,9.3222,0
1336,11.7023,0
1337,14.2952,0
1338,11.7938,0
1339,2.5099,0
1340,0.0,0
1341,3.3217,0
1342,8.4752,0
1343,0.0,0
1344,6.0329,0
1345,8.1264,0
1346,15.9613,0
1347,33.6611,0
1348,32.6681,0
1349,22.7627,0
1350,3.394,0
1351,8.3746,0
1352,4.291,0
1353,23.4652,0
1354,13.9507,36
1355,22.0695,261
1356,39.3099,97
1357,25.8567,190
1358,8.8124,148
1359,19.1534,72
1360,28.6159,227
1361,48.4739,140
1362,52.7161,82
1363,52.533,133
1364,12.4477,49
1365,5.3565,43
1366,47.0346,372
1367,35.6131,431
1368,43.7596,652
1369,45.3898,718
1370,58.7088,1039
1371,57.2242,1856
1372,37.7701,1072
1373,48.4041,1342
1374,49.8582,870
1375,56.3485,885
1376,53.574,622
1377,63.3377,343
1378,66.2073,674
1379,48.0269,499
1380,6.4658,46
1381,38.4105,717
1382,11.9456,170
1383,7.5485,88
1384,12.9947,113
1385,10.9458,34
1386,21.1483,36
1387,13.022,12
1388,27.7489,76
1389,24.7031,90
1390,28.3298,102
1391,13.1838,61
1392,15.9937,216
1393,21.441,216
1394,20.7238,73
1395,28.1408,30
1396,25.1512,252
1397,17.5614,8
1398,30.2999,0
1399,8.0672,0
1400,14.2106,0
1401,10.718,23
1402,12.8847,0
1403,8.534,0
1404,16.8885,14
1405,16.7213,3
1406,6.3262,0
1407,0.0,0
1408,0.0,0
1409,13.0084,0
1410,1.7835,0
1411,7.8163,0
1412,0.0,0
1413,8.2649,0
1414,22.3554,3
1415,44.5176,2
1416,33.0429,0
1417,10.2123,0
1418,22.7887,0
1419,20.4294,0
1420,25.493,0
1421,16.1279,81
1422,21.1996,141
1423,48.4753,66
1424,49.5545,599
1425,30.5845,80
1426,23.1298,262
1427,33.9507,180
1428,34.3525,152
1429,1.3073,0
1430,35.6128,130
1431,44.9059,233
1432,30.3588,135
1433,46.9247,466
1434,43.4095,535
1435,55.3918,1544
1436,41.4022,836
1437,52.6005,1402
1438,48.1229,1320
1439,39.0178,1324
1440,32.5105,774
1441,53.9609,1141
1442,49.5201,552
1443,65.0158,114
1444,66.7852,411
1445,36.1337,194
1446,38.0528,311
1447,16.8592,335
1448,16.2291,145
1449,21.8664,400
1450,13.0433,140
1451,6.7438,123
1452,17.5105,204
1453,28.3949,110
1454,16.8105,49
1455,19.4658,11
1456,8.4756,39
1457,6.3301,66
1458,5.229,15
1459,11.7154,13
1460,13.9637,1
1461,12.8348,3
1462,7.8888,19
1463,13.1124,4
1464,19.4246,117
1465,14.5087,4
1466,9.505,2
1467,22.8858,31
1468,14.2166,6
1469,12.8705,2
1470,10.049,1
1471,20.5231,0
1472,10.2975,0
1473,3.9907,0
1474,0.0,0
1475,0.0,0
1476,3.6006,0
1477,0.0,0
1478,18.2081,0
1479,3.8054,0
1480,11.2164,0
1481,27.2768,16
1482,39.6686,3
1483,38.7918,0
1484,9.554,0
1485,18.585,0
1486,16.3248,1
1487,24.8918,0
1488,29.8813,75
1489,45.4348,142
1490,37.078,33
1491,51.1287,110
1492,61.9957,354
1493,25.0031,153
1494,34.7595,400
1495,23.3842,156
1496,13.359,146
1497,34.2756,755
1498,53.0056,771
1499,47.7956,368
1500,35.0898,825
1501,49.0731,1500
1502,63.7403,2775
1503,76.4182,3474
1504,51.4986,1706
1505,49.5083,1719
1506,49.775,1626
1507,37.0311,1317
1508,30.1906,985
1509,42.7008,890
1510,66.7518,1087
1511,80.5411,1597
