cell_id,road_length_km,building_count
1512,39.8574,1086
1513,19.5812,230
1514,17.1373,181
1515,14.8348,901
1516,24.8389,883
1517,25.7904,378
1518,12.5682,411
1519,13.3701,245
1520,14.5899,84
1521,23.5489,117
1522,11.8454,2
1523,11.8072,24
1524,9.0298,20
1525,8.6999,10
1526,5.0717,29
1527,4.682,2
1528,12.2842,35
1529,22.5775,15
1530,15.2258,10
1531,7.366,2
1532,9.5338,0
1533,18.1529,4
1534,0.0,0
1535,4.5015,0
1536,13.9835,1
1537,8.3945,2
1538,13.0806,8
1539,10.7318,2
1540,4.6196,0
1541,0.0,0
1542,0.1221,1
1543,0.8484,1
1544,0.0,0
1545,6.457,0
1546,7.7596,0
1547,12.0649,0
1548,22.4792,0
1549,30.156,0
1550,29.7373,0
1551,22.6274,0
1552,18.6015,0
1553,22.0384,11
1554,31.9919,0
1555,18.0475,1
1556,37.8491,3
1557,49.7266,12
1558,51.1056,48
1559,36.4786,63
1560,42.3556,779
1561,40.5043,974
1562,29.4278,365
1563,28.3669,454
1564,45.4701,904
1565,54.8999,1362
1566,47.8966,541
1567,51.7733,1492
1568,67.0573,2729
1569,61.9473,2780
1570,59.1268,2924
1571,61.6805,2805
1572,48.257,2034
1573,56.0282,2383
1574,55.9113,2006
1575,64.3797,3462
1576,35.1932,1259
1577,69.4793,1607
1578,52.4196,1759
1579,58.4408,2214
1580,16.6745,572
1581,7.8828,334
1582,13.9203,503
1583,17.9439,776
1584,22.1218,336
1585,36.3283,1281
1586,11.106,140
1587,22.8373,40
1588,12.0846,63
1589,17.1724,138
1590,8.5476,3
1591,20.2272,19
1592,12.0356,86
1593,23.7531,45
1594,13.107,75
1595,11.5149,37
1596,16.8062,1
1597,27.7989,2
1598,7.1965,0
1599,10.5864,0
1600,18.2703,0
1601,9.2677,0
1602,10.378,0
1603,14.7779,0
1604,25.1755,0
1605,16.025,11
1606,3.1254,0
1607,0.0,0
1608,0.0,0
1609,3.1918,0
1610,8.5595,0
1611,5.0705,0
1612,6.457,0
1613,0.0,0
1614,5.7895,0
1615,28.0058,0
1616,36.1233,0
1617,34.6516,0
1618,30.5386,0
1619,14.5316,0
1620,22.3597,0
1621,11.6656,0
1622,3.0822,6
1623,29.4957,4
1624,60.4645,34
1625,45.6931,275
1626,32.1376,18
1627,44.2753,546
1628,57.506,1170
1629,27.2207,277
1630,27.3725,493
1631,52.7129,1643
1632,54.3614,1658
1633,47.1573,586
1634,51.7095,1710
1635,72.3823,4366
1636,63.9823,2967
1637,60.6962,2324
1638,49.5069,1767
1639,61.307,1793
1640,65.1009,2379
1641,66.9816,3043
1642,72.5285,3286
1643,62.7439,1632
1644,42.6042,932
1645,50.4622,2466
1646,46.8969,1627
1647,22.6229,704
1648,19.0546,390
1649,23.3395,523
1650,5.7871,96
1651,9.1254,1201
1652,4.9962,205
1653,2.3229,9
1654,11.6184,151
1655,7.7681,182
1656,21.5232,482
1657,6.412,28
1658,21.2848,57
1659,13.4597,62
1660,6.4639,11
1661,9.9517,2
1662,6.6749,4
1663,30.668,20
1664,17.2596,18
1665,5.9237,3
1666,12.2676,0
1667,8.462,0
1668,2.8136,0
1669,13.6749,0
1670,16.0055,28
1671,7.3149,0
1672,12.3959,0
1673,7.7442,0
1674,0.0,0
1675,0.0,0
1676,4.0767,0
1677,2.7669,0
1678,4.7926,0
1679,13.0922,0
1680,0.0,0
1681,7.8315,0
1682,15.8413,0
1683,36.0078,0
1684,24.7224,0
1685,9.7452,0
1686,9.0862,0
1687,8.188,0
1688,10.8805,1
1689,9.0352,0
1690,2.2747,0
1691,27.0947,3
1692,48.1878,134
1693,49.0514,368
1694,46.6317,242
1695,47.2521,718
1696,57.1656,814
1697,24.2546,469
1698,41.1301,1298
1699,42.8839,1289
1700,45.4726,600
1701,63.81,2363
1702,64.4937,2339
1703,72.3108,2195
1704,67.819,2004
1705,59.906,2044
1706,46.6224,1773
1707,59.0216,2635
1708,37.2416,1210
1709,50.7824,2798
1710,25.7418,824
1711,41.186,1617
1712,32.5187,1026
1713,0.0,11
1714,0.0,2
1715,5.9669,107
1716,33.6324,1277
1717,18.2328,322
1718,19.3029,804
1719,18.6755,324
1720,17.4522,337
1721,8.9237,57
1722,12.6115,104
1723,19.5774,382
1724,15.2347,238
1725,14.7953,89
1726,25.202,77
1727,17.4998,103
1728,12.033,33
1729,7.0353,0
1730,17.2746,9
1731,3.7908,0
1732,5.4115,0
1733,9.6651,0
1734,6.172,0
1735,5.8316,0
1736,10.156,0
1737,8.0755,0
1738,5.4058,0
1739,15.0492,0
1740,14.645,1
1741,6.5863,59
1742,0.0,0
1743,6.4911,0
1744,0.0,0
1745,0.0,0
1746,3.6666,1
1747,1.2026,0
1748,10.7284,0
1749,19.67,0
1750,32.8185,0
1751,20.2735,0
1752,13.5475,0
1753,22.6523,0
1754,7.3921,0
1755,17.4731,4
1756,26.456,0
1757,30.4042,0
1758,29.8895,2
1759,43.6242,54
1760,70.5278,599
1761,63.5192,782
1762,64.5759,691
1763,59.4917,1235
1764,17.6179,175
1765,9.9639,90
1766,24.2954,617
1767,46.634,550
1768,59.8053,2018
1769,69.9529,3288
1770,75.5598,3094
1771,58.1848,1790
1772,53.3236,1507
1773,46.3214,1738
1774,18.5682,785
1775,26.9386,1327
1776,26.9521,1379
1777,53.5739,2450
1778,57.9123,2453
1779,8.8505,376
1780,0.0,31
1781,1.5391,95
1782,0.0,11
1783,3.2375,15
1784,9.2463,147
1785,15.0913,270
1786,30.151,742
1787,20.5132,197
1788,12.4552,122
1789,16.8134,459
1790,17.6991,287
1791,49.5138,1683
1792,24.9274,617
1793,38.9086,131
1794,12.7637,0
1795,25.274,49
1796,15.1622,1
1797,12.9826,0
1798,4.4806,0
1799,11.2901,0
1800,8.4794,0
1801,9.9479,3
1802,7.7318,2
1803,8.1863,0
1804,11.3173,3
1805,12.8607,6
1806,6.5222,1
1807,10.6855,4
1808,3.7179,0
1809,3.3943,0
1810,10.5111,0
1811,8.7503,2
1812,7.6531,0
1813,11.9217,0
1814,0.0,0
1815,5.468,0
1816,2.3112,0
1817,9.6819,0
1818,44.9385,0
1819,44.065,0
1820,28.1915,0
1821,34.2045,0
1822,14.5695,0
1823,20.2797,0
1824,41.2065,0
1825,47.0868,0
1826,22.1902,45
1827,64.0511,740
1828,52.607,515
1829,58.6622,807
1830,67.8575,1417
1831,17.2299,127
1832,4.8346,31
1833,53.7632,1301
1834,49.8751,1195
1835,51.7758,751
1836,65.8099,713
1837,65.4562,1719
1838,51.8078,2446
1839,49.706,1520
1840,24.705,550
1841,45.6907,1556
1842,49.5058,2987
1843,36.9603,2021
1844,54.3686,1199
1845,34.8708,1505
1846,6.1215,22
1847,14.6973,221
1848,10.5041,180
1849,4.335,94
1850,10.3116,226
1851,21.6372,493
1852,6.9519,377
1853,32.7462,798
1854,50.8506,1866
1855,21.8319,418
1856,6.7805,71
1857,5.5761,90
1858,13.9169,383
1859,22.1007,368
1860,15.4992,22
1861,16.1895,196
1862,18.7655,15
1863,4.5654,0
1864,4.1427,1
1865,10.2815,28
1866,2.7962,4
1867,18.0866,0
1868,16.044,0
1869,4.9704,4
1870,16.3697,12
1871,7.6749,7
1872,4.7966,0
1873,4.9444,0
1874,0.4999,0
1875,0.0,0
1876,9.5534,1
1877,10.0211,0
1878,9.579,0
1879,12.4748,0
1880,11.7073,0
1881,10.0541,0
1882,11.8298,0
1883,0.0,0
1884,9.5113,0
1885,23.7237,0
1886,16.0844,0
1887,26.7172,0
1888,6.1623,0
1889,11.9938,2
1890,5.1093,1
1891,32.2894,1
1892,30.874,1
1893,34.0219,15
1894,66.2166,659
1895,71.1312,431
1896,50.3091,551
1897,67.8454,1159
1898,41.3847,602
1899,41.0854,1125
1900,72.0764,1745
1901,71.6674,2504
1902,71.8064,2100
1903,52.1925,675
1904,55.5902,906
1905,56.2567,2578
1906,44.8128,970
1907,46.9225,1670
1908,44.1713,1693
1909,37.0595,1743
1910,27.8304,1482
1911,55.6325,2240
1912,3.91,260
1913,33.9921,1339
1914,18.691,653
1915,47.4617,2106
1916,20.1502,692
1917,3.8537,196
1918,28.0054,91
1919,39.2063,641
1920,56.3056,1996
1921,32.4783,1359
1922,35.2513,1735
1923,22.6117,603
1924,21.1996,1036
1925,14.331,451
1926,9.6402,157
1927,9.8007,5
1928,18.9312,0
1929,13.8199,0
1930,14.0656,0
1931,11.9274,0
1932,18.9236,140
1933,12.4208,103
1934,15.0796,1
1935,0.9453,0
1936,4.1408,7
1937,7.0831,27
1938,2.6186,6
1939,6.511,0
1940,7.2858,0
1941,0.6325,0
1942,5.1353,0
1943,2.9378,0
1944,7.9022,0
1945,9.3655,0
1946,6.832,0
1947,8.298,4
1948,5.2082,0
1949,10.4425,0
1950,4.8535,0
1951,14.0983,0
1952,20.82,1
1953,19.1175,3
1954,48.6371,2
1955,23.2295,1
1956,14.2894,0
1957,8.4673,1
1958,17.2229,26
1959,26.8743,6
1960,40.9334,366
1961,36.5158,55
1962,64.7137,1227
1963,53.5409,454
1964,43.0093,239
1965,58.7833,1701
1966,55.7709,1331
1967,71.3401,2292
1968,68.3877,2592
1969,69.8938,2707
1970,72.9893,1476
1971,62.8743,611
1972,53.8092,901
1973,56.1326,1120
1974,59.5858,1692
1975,36.9057,1921
1976,26.3555,866
1977,36.4052,1299
1978,15.2452,381
1979,17.7481,666
1980,48.8945,1993
1981,50.5729,2540
1982,38.0325,1719
1983,36.1062,1445
1984,47.9785,2590
1985,34.7623,1791
1986,30.1142,985
1987,34.0109,754
1988,32.5114,1338
1989,27.5286,1208
1990,4.8895,404
1991,21.1664,1016
1992,19.6334,857
1993,32.5852,1563
1994,29.7701,267
1995,14.8738,15
1996,5.524,0
1997,8.6183,0
1998,14.3571,4
1999,2.4455,5
2000,7.5356,12
2001,8.5519,2
2002,13.4186,0
2003,12.3486,177
2004,10.8985,36
2005,7.663,42
2006,14.8553,92
2007,3.5197,0
2008,13.098,0
2009,6.6335,9
2010,1.631,0
2011,5.054,0
2012,3.4079,0
2013,0.0,0
2014,3.2516,0
2015,0.0,0
2016,10.2462,0
2017,17.7521,2
2018,12.459,0
2019,6.4365,0
2020,2.7697,1
2021,30.8156,1
2022,25.4492,1
2023,34.3158,0
2024,32.623,8
2025,28.5736,101
2026,38.4125,1
2027,41.3588,129
2028,35.7892,494
2029,64.4055,473
2030,47.19,267
2031,60.6664,571
2032,66.496,1654
2033,71.8236,2066
2034,66.6497,1587
2035,75.5115,2335
2036,68.0299,2287
2037,70.2281,1714
2038,73.4137,1824
2039,34.1262,1045
2040,49.7953,1364
2041,23.2799,523
2042,10.9343,100
2043,20.3253,510
2044,17.7845,478
2045,31.5971,1092
2046,52.0742,2946
2047,57.105,2562
2048,42.4586,1874
2049,38.4374,1721
2050,28.0267,1146
2051,33.41,1719
2052,40.631,2068
2053,24.2851,1173
2054,29.2002,1161
2055,19.7321,417
2056,12.0139,163
2057,10.4395,179
2058,15.7308,562
2059,21.2894,563
2060,34.8255,2287
2061,19.6881,270
2062,25.0129,26
2063,7.6014,57
2064,16.8239,20
2065,14.0754,24
2066,6.1226,0
2067,19.6058,3
2068,20.6571,8
2069,10.5737,133
2070,7.2009,72
2071,9.9068,2
2072,9.0329,0
2073,7.363,11
2074,0.0,4
2075,4.7323,0
2076,4.7323,0
2077,4.2055,0
2078,7.4967,1
2079,7.9027,0
2080,7.8883,0
2081,7.9793,0
2082,8.5729,0
2083,8.6121,0
2084,10.3142,0
2085,7.4671,0
2086,9.1149,0
2087,7.4682,0
2088,14.3026,0
2089,15.9798,0
2090,26.2312,0
2091,30.9219,0
2092,36.7912,51
2093,45.6968,101
2094,37.4179,548
2095,60.8901,1060
2096,74.4733,1430
2097,60.238,1459
2098,18.8286,272
2099,43.2623,666
2100,56.4803,916
2101,38.5095,525
2102,74.7525,1033
2103,61.2828,1782
2104,66.4743,2347
2105,62.945,2531
2106,44.2436,826
2107,39.6814,748
2108,18.8396,446
2109,14.9092,309
2110,44.1705,1724
2111,42.1762,2665
2112,20.7219,606
2113,20.9682,963
2114,27.9685,962
2115,28.7335,1105
2116,18.2788,844
2117,22.2621,751
2118,31.6436,1323
2119,33.6289,1243
2120,20.1428,381
2121,9.3718,295
2122,21.1389,456
2123,15.493,431
2124,8.9034,132
2125,12.4192,344
2126,19.1061,639
2127,21.1926,934
2128,28.5522,464
2129,19.8971,107
2130,15.8685,12
2131,24.2899,2
2132,8.0794,2
2133,0.482,3
2134,15.659,47
2135,17.0976,133
2136,15.8121,100
2137,11.2146,10
2138,5.1474,0
2139,4.9667,0
2140,14.1367,9
2141,2.306,10
2142,3.3409,0
2143,8.0732,0
2144,3.3899,0
2145,9.6322,0
2146,8.7845,0
2147,6.5199,0
2148,1.0044,0
2149,5.09,0
2150,0.0,0
2151,5.3776,0
2152,1.0123,0
2153,5.2333,0
2154,23.8448,0
2155,23.4328,1
2156,11.9902,152
2157,28.7422,0
2158,26.4297,0
2159,38.1951,82
2160,57.8143,21
2161,31.1735,476
2162,47.9307,1246
2163,73.775,1040
2164,49.3996,1295
2165,54.0517,1937
2166,64.6814,1114
2167,46.634,220
2168,39.7831,895
2169,75.9275,2042
2170,72.3562,3209
2171,76.0436,3958
2172,63.6101,2342
2173,74.162,1447
2174,53.3222,1564
2175,26.7818,737
2176,33.7928,1177
2177,33.2977,1033
2178,46.6423,2273
2179,31.1257,1281
2180,20.5997,853
2181,14.6204,565
2182,22.318,734
2183,23.4161,733
2184,36.2299,1296
2185,69.1658,3748
2186,58.6897,2598
2187,41.3695,1669
2188,31.4261,913
2189,14.2156,209
2190,32.8092,793
2191,9.0307,95
2192,2.3175,62
2193,7.7696,264
2194,21.3265,402
2195,33.5863,914
2196,10.9303,288
2197,21.1417,45
2198,16.0167,76
2199,10.4362,4
2200,8.9824,11
2201,12.4713,8
2202,17.256,14
2203,8.5566,34
2204,9.0298,143
2205,7.7183,0
2206,6.2935,0
2207,5.2638,0
2208,6.6047,10
2209,10.4865,2
2210,0.0,0
2211,11.6444,0
2212,23.0464,0
2213,7.031,0
2214,17.4815,0
2215,1.2779,0
2216,4.3897,0
2217,0.0,0
2218,6.4996,0
2219,9.1413,0
2220,10.4265,0
2221,10.3621,0
2222,22.8282,0
2223,6.5707,0
2224,22.9293,0
2225,12.3331,0
2226,34.433,45
2227,36.4995,2
2228,24.8979,146
2229,30.1879,200
2230,65.3024,276
2231,63.1866,762
2232,60.004,1562
2233,71.7716,2442
2234,59.8454,623
2235,71.8493,705
2236,77.551,1811
2237,70.9606,2808
2238,63.2076,2800
2239,73.1483,3611
2240,50.0157,2033
2241,65.3871,2562
2242,37.7885,1269
2243,10.9733,270
2244,39.5354,1620
2245,48.7922,1624
2246,44.1898,1665
2247,45.8482,2154
2248,28.3483,1390
2249,5.1604,166
2250,21.588,925
2251,48.1326,1475
2252,51.1625,1744
2253,35.6926,800
2254,23.933,608
2255,43.2506,1507
2256,55.6634,1520
2257,24.0305,452
2258,23.2846,319
2259,23.4744,157
2260,10.8231,120
2261,36.8222,1009
2262,26.4803,763
2263,3.9143,12
2264,26.2756,8
2265,11.3865,46
2266,15.3328,0
2267,2.0637,0
2268,3.1078,4
2269,6.2152,51
2270,4.3978,50
2271,9.3517,39
2272,0.0,0
2273,1.1118,0
2274,6.1526,0
2275,17.0585,0
2276,9.1216,0
2277,6.7067,0
2278,3.2125,0
2279,6.346,0
2280,0.0,0
2281,5.6163,0
2282,2.5826,0
2283,8.1751,0
2284,0.0,0
2285,5.4921,0
2286,13.6377,0
2287,11.1601,0
2288,6.9687,1
2289,25.6728,0
2290,23.7203,1
2291,34.7026,4
2292,20.76,2
2293,29.5878,22
2294,22.3665,6
2295,23.1417,96
2296,33.6684,119
2297,54.9828,281
2298,50.3713,1360
2299,75.3821,2506
2300,63.5694,776
2301,60.7519,1229
2302,70.9029,542
2303,77.1515,322
2304,68.7749,1912
2305,58.3668,2553
2306,31.9281,1275
2307,24.8508,839
2308,36.3683,949
2309,24.5351,540
2310,31.4223,580
2311,35.8193,1913
2312,63.0981,2782
2313,74.9893,3372
2314,76.7809,3291
2315,79.5384,4898
2316,61.78,2741
2317,63.3636,2497
2318,46.5905,1558
2319,62.687,2471
2320,44.3716,745
2321,48.0448,184
2322,60.9437,2092
2323,52.2921,1948
2324,37.2632,949
2325,35.0132,265
2326,18.3116,294
2327,10.7654,18
2328,12.4399,587
2329,24.2431,592
2330,11.9306,55
2331,19.1763,5
2332,7.2484,0
2333,12.1934,0
2334,12.8814,0
2335,8.0173,0
2336,19.2817,168
2337,3.4508,10
2338,9.2662,138
2339,7.082,7
2340,4.9982,0
2341,12.2991,0
2342,5.7983,0
2343,15.7582,0
2344,0.0,0
2345,4.782,0
2346,14.8305,0
2347,4.6049,0
2348,4.7905,0
2349,8.8073,0
2350,12.1572,0
2351,5.4921,0
2352,5.4921,0
2353,6.6358,0
2354,14.703,1
2355,21.9106,0
2356,16.1102,198
2357,31.6057,107
2358,26.9466,2
2359,9.1771,0
2360,29.0636,0
2361,20.9341,0
2362,28.3311,164
2363,36.1464,299
2364,41.058,70
2365,44.3607,717
2366,50.4432,767
2367,32.9797,267
2368,35.6835,609
2369,58.2889,716
2370,57.2364,543
2371,60.9882,1740
2372,40.4145,1091
2373,47.3518,1720
2374,12.9706,641
2375,7.4332,323
2376,24.6377,613
2377,66.7132,2583
2378,37.1117,1411
2379,63.3181,1838
2380,78.5657,1259
2381,53.9269,1941
2382,56.428,2832
2383,64.4449,2455
2384,61.5892,2032
2385,53.9831,2073
2386,65.2148,2616
2387,66.5396,3408
2388,42.7888,1582
2389,37.4385,583
2390,46.1165,1430
2391,48.802,689
2392,18.7273,212
2393,9.965,38
2394,11.2358,101
2395,14.8434,200
2396,8.3589,552
2397,12.5759,169
2398,7.0718,1
2399,7.5774,1
2400,16.7199,17
2401,15.2642,4
2402,3.0435,2
2403,8.7208,0
2404,9.808,2
2405,4.6322,0
2406,8.6679,0
2407,5.2823,0
2408,4.8508,0
2409,8.1722,0
2410,5.8324,0
2411,0.0,0
2412,0.0,0
2413,2.7483,0
2414,2.8292,0
2415,6.6765,0
2416,3.8707,0
2417,8.7812,0
2418,3.3116,0
2419,12.993,0
2420,4.418,0
2421,12.6711,0
2422,10.4439,0
2423,11.1039,14
2424,24.491,31
2425,21.5893,0
2426,9.3122,0
2427,26.1579,0
2428,15.8367,0
2429,44.557,60
2430,36.7157,166
2431,52.3105,309
2432,30.6748,418
2433,62.3885,1224
2434,46.6225,1388
2435,27.652,800
2436,23.6913,194
2437,36.7352,92
2438,43.7842,286
2439,27.7396,612
2440,71.0221,2243
2441,25.4287,667
2442,47.6406,1551
2443,34.1504,1309
2444,64.8825,3615
2445,76.5539,4543
2446,61.8889,2985
2447,61.2247,2453
2448,65.2884,2196
2449,55.047,2111
2450,57.2957,2093
2451,47.4612,1933
2452,42.5232,1100
2453,46.2153,1127
2454,52.8791,1919
2455,59.3343,2190
2456,29.2976,901
2457,46.3575,610
2458,48.4426,434
2459,15.8262,28
2460,26.3655,223
2461,27.4905,7
2462,13.9577,64
2463,11.5955,398
2464,24.7075,106
2465,6.0585,0
2466,17.5949,0
2467,20.2715,18
2468,13.281,0
2469,8.5626,0
2470,10.7723,4
2471,9.1288,1
2472,5.2181,0
2473,9.2812,0
2474,12.1724,0
2475,6.8764,0
2476,8.4886,0
2477,7.7713,0
2478,5.8324,0
2479,0.0,0
2480,6.2286,0
2481,7.0062,0
2482,5.4092,0
2483,10.8726,0
2484,8.873,0
2485,7.2308,0
2486,5.0543,0
2487,4.0563,0
2488,8.6962,0
2489,11.7692,0
2490,9.7783,0
2491,27.4267,0
2492,20.4504,0
2493,20.2678,0
2494,18.2978,0
2495,12.4421,0
2496,25.4114,98
2497,20.6215,80
2498,57.8609,71
2499,49.2332,600
2500,63.8776,1700
2501,49.6669,1382
2502,47.4762,1076
2503,48.3165,473
2504,37.9604,119
2505,9.3706,73
2506,37.9953,1232
2507,57.8258,1830
2508,56.6759,1970
2509,61.5918,2586
2510,20.4205,707
2511,51.941,3022
2512,60.4087,3118
2513,56.9962,2394
2514,59.7659,2401
2515,55.8479,1571
2516,45.6857,1387
2517,46.3923,1384
2518,37.1618,1222
2519,44.5833,987
2520,44.137,759
2521,52.7587,1370
2522,53.1794,1075
2523,33.5934,409
2524,35.7003,294
2525,22.9307,184
2526,15.8302,61
2527,39.8973,114
2528,27.1567,14
2529,10.2511,67
2530,9.7043,11
2531,20.3378,0
2532,9.4753,3
2533,13.2385,0
2534,14.046,0
2535,14.7907,0
2536,7.2336,0
2537,7.0224,0
2538,5.1786,0
2539,5.1911,0
2540,2.3405,0
2541,6.5649,0
2542,5.28,0
2543,9.6715,0
2544,9.2248,7
2545,8.7218,1
2546,4.8896,0
2547,6.362,0
2548,3.758,0
2549,5.5527,0
2550,9.524,0
2551,15.6738,0
2552,8.1748,0
2553,9.3484,0
2554,10.4535,0
2555,15.5398,0
2556,16.4739,0
2557,7.3122,0
2558,12.9693,0
2559,22.2094,0
2560,30.9084,0
2561,39.0005,0
2562,17.7897,0
2563,39.3153,234
2564,31.9419,124
2565,39.515,149
2566,35.6508,905
2567,37.8056,584
2568,51.8597,1085
2569,80.6845,1343
2570,38.4968,1056
2571,18.097,174
2572,24.2025,58
2573,44.7016,481
2574,21.4124,239
2575,38.6353,1042
2576,63.0417,1914
2577,18.2535,342
2578,25.1651,205
2579,32.9386,888
2580,29.0488,753
2581,13.2293,287
2582,47.0158,400
2583,56.7769,361
2584,25.2254,374
2585,12.329,107
2586,11.0189,321
2587,15.4055,453
2588,18.8521,251
2589,14.6398,29
2590,11.6192,38
2591,14.2621,5
2592,16.5087,14
2593,16.6514,2
2594,28.4636,20
2595,28.2443,117
2596,29.0791,54
2597,21.0173,43
2598,13.7887,0
2599,13.7091,16
2600,16.1866,0
2601,11.5,0
2602,11.2904,0
2603,20.9985,0
2604,6.7006,1
2605,3.0092,0
2606,4.6884,0
2607,10.3698,16
2608,9.1808,3
2609,11.0243,2
2610,9.617,0
2611,9.5013,0
2612,0.0,0
2613,3.1233,0
2614,3.8846,1
2615,8.4386,0
2616,3.0137,0
2617,3.03,0
2618,7.0196,0
2619,14.5876,0
2620,3.7881,0
2621,6.2169,0
2622,14.9628,0
2623,19.6812,0
2624,18.9793,0
2625,8.287,0
2626,12.71,0
2627,28.6082,0
2628,30.0486,0
2629,28.9788,0
2630,38.0783,454
2631,43.3626,265
2632,39.8112,623
2633,41.9887,671
2634,58.8117,1322
2635,62.3949,325
2636,62.1618,150
2637,31.4728,842
2638,15.5701,83
2639,14.6222,81
2640,24.439,337
2641,19.7139,482
2642,19.0935,359
2643,44.9157,1118
2644,31.1491,1089
2645,37.7276,1090
2646,59.1533,2502
2647,50.7861,1578
2648,20.405,200
2649,53.3275,381
2650,33.8967,773
2651,38.1316,799
2652,41.7637,696
2653,16.2016,356
2654,27.989,474
2655,13.7719,133
2656,30.6325,14
2657,15.6163,15
2658,24.3827,12
2659,21.482,23
2660,19.0758,2
2661,20.5369,8
2662,7.3425,17
2663,17.2381,20
2664,21.5959,90
2665,12.0478,30
2666,16.9434,17
2667,14.5227,6
2668,12.3705,39
2669,12.2717,1
2670,14.6495,0
2671,5.5642,0
2672,7.3627,3
2673,8.9081,2
2674,5.3539,14
2675,6.8279,0
2676,7.7207,0
2677,6.9722,0
2678,4.5716,0
2679,2.4135,0
2680,6.5934,0
2681,6.4885,5
2682,15.1455,0
2683,9.497,0
2684,12.8737,0
2685,24.5308,0
2686,19.6807,6
2687,7.2116,2
2688,9.818,0
2689,15.4676,0
2690,14.7917,0
2691,22.9667,0
2692,10.0729,0
2693,33.1523,2
2694,25.2843,0
2695,30.116,16
2696,28.5155,48
2697,35.3939,265
2698,49.882,522
2699,23.3522,200
2700,40.1973,291
2701,56.7397,1424
2702,53.0394,1591
2703,52.4261,877
2704,32.5434,756
2705,42.3409,1240
2706,10.0178,62
2707,19.8697,198
2708,58.1117,2246
2709,26.4314,982
2710,54.6823,1575
2711,55.887,2070
2712,45.0061,1643
2713,48.3009,1099
2714,24.0561,419
2715,35.5726,711
2716,50.7992,831
2717,36.5932,837
2718,45.2016,650
2719,30.1545,332
2720,25.7963,265
2721,15.8252,375
2722,14.1632,45
2723,25.9135,194
2724,11.7589,26
2725,37.7783,21
2726,37.376,2
2727,17.0896,6
2728,9.6414,40
2729,10.8575,381
2730,11.0502,30
2731,16.0621,22
2732,13.3547,30
2733,30.2878,52
2734,46.0941,3
2735,36.7867,35
2736,25.2524,0
2737,19.5923,3
2738,8.9771,4
2739,5.8919,2
2740,9.0695,0
2741,9.0888,0
2742,8.0718,0
2743,8.7174,0
2744,8.1565,0
2745,4.4618,0
2746,5.779,0
2747,0.0,0
2748,0.0,0
2749,6.6015,0
2750,6.0155,0
2751,6.4201,0
2752,4.1294,0
2753,7.2524,4
2754,7.8816,5
2755,16.7536,0
2756,22.7514,3
2757,30.2267,0
2758,19.3977,0
2759,35.7094,0
2760,51.5044,3
2761,46.3702,1
2762,38.6822,12
2763,22.7165,28
2764,29.6086,471
2765,22.3263,164
2766,26.9068,187
2767,34.2032,231
2768,23.7458,330
2769,42.2576,636
2770,45.2105,762
2771,47.5889,933
2772,40.864,910
2773,46.4303,333
2774,4.4577,101
2775,44.1477,2011
2776,52.1175,2014
2777,24.3356,928
2778,20.4985,314
2779,25.875,231
2780,32.6371,783
2781,46.3854,451
2782,49.1997,596
2783,51.046,862
2784,38.3002,1091
2785,29.2838,240
2786,19.3413,174
2787,24.9188,179
2788,17.3412,32
2789,14.8353,53
2790,17.5934,21
2791,19.9703,22
2792,23.7366,6
2793,30.8135,9
2794,15.4865,46
2795,7.7449,236
2796,15.6328,0
2797,11.0801,8
2798,1.2081,0
2799,4.9281,1
2800,44.7765,22
2801,57.0399,4
2802,47.33,3
2803,37.156,5
2804,16.1906,1
2805,16.3082,2
2806,7.3164,1
2807,8.9237,0
2808,4.0691,0
2809,2.8695,0
2810,10.5092,1
2811,10.7706,1
2812,6.5613,0
2813,0.0,0
2814,0.0,0
2815,0.0,0
2816,4.5447,0
2817,3.987,0
2818,11.6234,0
2819,6.0712,0
2820,0.0,0
2821,17.5882,1
2822,17.0339,6
2823,25.5738,0
2824,25.3322,1
2825,32.2012,0
2826,43.655,1
2827,42.4799,1
2828,21.6475,0
2829,19.257,2
2830,25.5511,30
2831,16.9009,57
2832,13.9363,201
2833,18.6242,20
2834,22.0145,157
2835,51.0909,539
2836,39.5791,1
2837,31.7406,274
2838,50.4375,274
2839,34.65,22
2840,39.5554,331
2841,46.6526,794
2842,67.9081,2223
2843,22.1476,748
2844,0.0,85
2845,27.7035,657
2846,34.2076,463
2847,18.2695,320
2848,25.2474,100
2849,32.4548,225
2850,23.7205,152
2851,14.4548,156
2852,20.8918,393
2853,8.564,142
2854,22.9767,80
2855,15.8275,26
2856,20.5595,9
2857,31.7648,37
2858,14.8598,9
2859,30.1553,1
2860,20.3805,4
2861,11.0022,1
2862,36.3916,16
2863,12.6682,0
2864,17.2612,0
2865,0.0,0
2866,2.5559,0
2867,12.5936,1
2868,17.3833,0
2869,10.965,4
2870,11.8236,4
2871,15.8405,2
2872,15.9826,0
2873,0.0,0
2874,0.0,0
2875,12.1927,0
2876,7.6396,0
2877,7.6396,0
2878,6.698,0
2879,10.0957,0
2880,12.9479,0
2881,3.4315,0
2882,0.0,0
2883,11.3638,0
2884,8.8935,0
2885,10.3276,0
2886,3.4962,0
2887,8.8407,0
2888,6.785,0
2889,25.2571,3
2890,49.6334,3
2891,41.9709,8
2892,56.8832,4
2893,40.4338,23
2894,36.3622,0
2895,33.7098,1
2896,9.5842,9
2897,12.0783,82
2898,11.9759,1
2899,12.5427,12
2900,27.0739,87
