cell_id,center_lat,center_lon,ndvi_2018,ndvi_2021,ndvi_2024,ndvi_change_2015_2018,ndvi_change_2018_2021,ndvi_change_2021_2024,ndvi_total_change,ndvi_mean,ndvi_std,ndvi_accel,fragmentation_index,road_length_km,building_count,infra_pressure,urban_proximity_score,dist_to_cbd_km,rainfall_anomaly,rainfall_stress,gbif_observations,gbif_species_count,biodiversity_density,lag_stress_score,ecological_vulnerability_score,degradation_label
609,12.7855,77.3585,0.6068,0.729,0.2163,0.0321,0.1221999999999999,-0.5126999999999999,-0.3584,0.5173666666666666,0.26779481573274216,-0.6348999999999998,0.5176,9.9411,0,0.0616,0.029532,32.8617,56.040899653979245,0,0.0,0.0,0.0,0.0246,0.2038,at_risk
610,12.7855,77.3675,0.4029,0.4631,0.2114,-0.2707,0.0602,-0.2517,-0.4621999999999999,0.3591333333333333,0.13143387437541867,-0.31189999999999996,0.366,43.9767,0,0.2725,0.030202,32.1099,83.34000000000015,0,9.0,9.0,1.0,0.1902,0.2914,degraded
611,12.7855,77.3765,0.3105,0.2206,0.026,-0.5135,-0.0899,-0.1946,-0.7979999999999999,0.1857,0.14542547919811025,-0.1047,0.7831,30.5095,0,0.1891,0.030893,31.3703,56.040899653979245,0,0.0,0.0,0.0,0.2567,0.4373,degraded
612,12.7855,77.3855,0.6788,0.4095,0.2227,-0.0165,-0.2693,-0.1867999999999999,-0.4726,0.437,0.22929018731729447,0.08250000000000007,0.5247,10.8522,0,0.0673,0.031602,30.6438,56.040899653979245,0,0.0,0.0,0.0,0.1127,0.2543,at_risk
613,12.7855,77.3945,0.4307,0.4419,0.184,-0.0822999999999999,0.0111999999999999,-0.2579,-0.329,0.3522,0.14577307707529538,-0.2690999999999999,0.4139,15.5573,0,0.0964,0.03233,29.9314,56.040899653979245,0,0.0,0.0,0.0,0.0632,0.1945,at_risk
614,12.7855,77.4035,0.071,0.4957,0.1686,-0.7539,0.4246999999999999,-0.3270999999999999,-0.6563,0.24509999999999998,0.22244484709698267,-0.7517999999999998,0.9076,13.5342,0,0.0839,0.033075,29.2341,56.040899653979245,0,0.0,0.0,0.0,0.2597,0.3592,degraded
615,12.7855,77.4125,0.1954,0.653,0.1997,-0.5817,0.4576,-0.4533,-0.5774,0.34936666666666666,0.2629629695096504,-0.9109,0.7527,17.4924,19,0.1103,0.033838,28.553,63.38999999999987,0,0.0,0.0,0.0,0.2186,0.3234,degraded
616,12.7855,77.4215,0.1803,0.6863,0.2644,0.1409,0.506,-0.4219,0.225,0.377,0.27114215828601795,-0.9279,0.7192,2.0211,17,0.0143,0.034615,27.8894,56.040899653979245,0,0.0,0.0,0.0,0.0057,0.0539,stable
617,12.7855,77.4305,0.3128,0.6853,0.3868,-0.4908999999999999,0.3725,-0.2985,-0.4169,0.46163333333333334,0.19720315244268619,-0.671,0.4272,4.8307,31,0.0331,0.035405,27.2444,56.040899653979245,0,0.0,0.0,0.0,0.1605,0.2172,at_risk
618,12.7855,77.4395,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,4.7341,2,0.0295,0.036206,26.6194,56.040899653979245,0,0.0,0.0,0.0,0.0967,0.1746,stable
619,12.7855,77.4485,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,9.9636,0,0.0617,0.037015,26.016,56.040899653979245,0,0.0,0.0,0.0,0.1095,0.1828,stable
620,12.7855,77.4575,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,8.1269,0,0.0504,0.037828,25.4355,63.38999999999987,0,1.0,1.0,1.0,0.105,0.1802,stable
621,12.7855,77.4665,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,16.4016,0,0.1016,0.03864,24.8796,56.040899653979245,0,0.0,0.0,0.0,0.1255,0.1931,stable
622,12.7855,77.4755,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,4.9305,0,0.0306,0.039448,24.3501,56.040899653979245,0,0.0,0.0,0.0,0.0971,0.1756,stable
623,12.7855,77.4845,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,7.0749,0,0.0438,0.040244,23.8486,56.040899653979245,0,0.0,0.0,0.0,0.1024,0.179,stable
624,12.7855,77.4935,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,9.6359,7,0.0604,0.041022,23.377,56.040899653979245,0,0.0,0.0,0.0,0.109,0.1833,stable
625,12.7855,77.5025,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,10.325,9,0.0649,0.041776,22.9371,113.11000000000011,0,0.0,0.0,0.0,0.1108,0.1846,stable
626,12.7855,77.5115,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,2.3597,620,0.0779,0.042498,22.5307,56.040899653979245,0,0.0,0.0,0.0,0.116,0.188,stable
627,12.7855,77.5205,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,17.1038,1,0.1061,0.043178,22.1598,56.040899653979245,0,0.0,0.0,0.0,0.1273,0.1952,at_risk
628,12.7855,77.5295,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,14.8275,0,0.0919,0.04381,21.826,56.040899653979245,0,0.0,0.0,0.0,0.1216,0.1918,stable
629,12.7855,77.5385,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,12.1383,0,0.0752,0.044383,21.5312,56.040899653979245,0,0.0,0.0,0.0,0.115,0.1877,stable
630,12.7855,77.5475,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,5.4358,0,0.0337,0.044889,21.277,113.11000000000011,0,481.0,109.0,4.4128,0.0983,0.1775,stable
631,12.7855,77.5565,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,0,0.0,0.045321,21.0648,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1691,stable
632,12.7855,77.5655,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,0,0.0,0.045671,20.8959,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1692,stable
633,12.7855,77.5745,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,0,0.0,0.045932,20.7714,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1693,stable
634,12.7855,77.5835,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,12.0381,0,0.0746,0.0461,20.692,56.040899653979245,0,0.0,0.0,0.0,0.1147,0.188,stable
635,12.7855,77.5925,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,12.0381,3,0.0749,0.046171,20.6584,84.12999999999988,0,0.0,0.0,0.0,0.1148,0.188,stable
636,12.7855,77.6015,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,18.8179,0,0.1166,0.046145,20.6706,56.040899653979245,0,0.0,0.0,0.0,0.1315,0.1985,at_risk
637,12.7855,77.6105,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,14.32,14,0.0902,0.046022,20.7287,56.040899653979245,0,0.0,0.0,0.0,0.1209,0.1918,stable
638,12.7855,77.6195,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,37.6388,62,0.2396,0.045804,20.8322,56.040899653979245,0,0.0,0.0,0.0,0.1807,0.2291,at_risk
639,12.7855,77.6285,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,14.133,21,0.0897,0.045495,20.9805,56.040899653979245,0,0.0,0.0,0.0,0.1208,0.1916,stable
640,12.7855,77.6375,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,42.1132,2,0.2612,0.045101,21.1726,78.78999999999996,0,1626.0,47.0,34.5957,0.1894,0.2344,at_risk
641,12.7855,77.6465,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,22.3163,38,0.1422,0.044628,21.4074,56.040899653979245,0,0.0,0.0,0.0,0.1417,0.2045,at_risk
642,12.7855,77.6555,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,10.5068,71,0.0724,0.044085,21.6835,56.040899653979245,0,0.0,0.0,0.0,0.1138,0.187,stable
643,12.7855,77.6645,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,17.6654,27,0.1122,0.04348,21.9993,56.040899653979245,0,0.0,0.0,0.0,0.1297,0.1968,at_risk
644,12.7855,77.6735,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,23.936,0,0.1483,0.042821,22.3531,56.040899653979245,0,0.0,0.0,0.0,0.1442,0.2057,at_risk
645,12.7855,77.6825,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,36.9299,1,0.229,0.042117,22.7431,12.6400000000001,0,0.0,0.0,0.0,0.1765,0.2257,at_risk
646,12.7855,77.6915,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,16.5008,59,0.1083,0.041378,23.1676,56.040899653979245,0,0.0,0.0,0.0,0.1282,0.1954,at_risk
647,12.7855,77.7005,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,30.6554,271,0.2176,0.04061,23.6247,56.040899653979245,0,0.0,0.0,0.0,0.1719,0.2226,at_risk
648,12.7855,77.7095,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,30.9201,64,0.1981,0.039821,24.1125,56.040899653979245,0,0.0,0.0,0.0,0.1641,0.2175,at_risk
649,12.7855,77.7185,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,24.2998,15,0.1521,0.039018,24.6291,56.040899653979245,0,0.0,0.0,0.0,0.1457,0.2058,at_risk
650,12.7855,77.7275,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,26.7454,4,0.1661,0.038207,25.1729,12.580000000000156,0,10.0,5.0,2.0,0.1513,0.2092,at_risk
651,12.7855,77.7365,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,28.082,64,0.1806,0.037394,25.7421,56.040899653979245,0,0.0,0.0,0.0,0.1571,0.2126,at_risk
652,12.7855,77.7455,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,20.4917,100,0.1372,0.036583,26.335,56.040899653979245,0,0.0,0.0,0.0,0.1397,0.2016,at_risk
653,12.7855,77.7545,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,18.9841,17,0.1194,0.035778,26.9502,56.040899653979245,0,0.0,0.0,0.0,0.1326,0.197,at_risk
654,12.7855,77.7635,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,13.7096,13,0.0863,0.034982,27.586,56.040899653979245,0,0.0,0.0,0.0,0.1194,0.1886,stable
655,12.7855,77.7725,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,28.5261,11,0.1779,0.034198,28.2411,12.580000000000156,0,0.0,0.0,0.0,0.156,0.2113,at_risk
656,12.7855,77.7815,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,14.0146,0,0.0868,0.033429,28.9142,56.040899653979245,0,0.0,0.0,0.0,0.1196,0.1884,stable
657,12.7855,77.7905,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,32.1175,0,0.199,0.032675,29.604,56.040899653979245,0,0.0,0.0,0.0,0.1645,0.2162,at_risk
658,12.7855,77.7995,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,40.292,0,0.2497,0.031939,30.3095,56.040899653979245,0,0.0,0.0,0.0,0.1848,0.2288,at_risk
659,12.7855,77.8085,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,15.1765,0,0.094,0.031221,31.0295,56.040899653979245,0,0.0,0.0,0.0,0.1225,0.1897,stable
660,12.7855,77.8175,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,9.6156,0,0.0596,0.030522,31.7631,53.020000000000095,0,0.0,0.0,0.0,0.1087,0.1809,stable
661,12.7855,77.8265,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,14.0194,0,0.0869,0.029842,32.5094,56.040899653979245,0,0.0,0.0,0.0,0.1196,0.1876,stable
662,12.7855,77.8355,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,9.5436,0,0.0591,0.029182,33.2674,56.040899653979245,0,0.0,0.0,0.0,0.1085,0.1805,stable
663,12.7855,77.8445,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,17.7898,96,0.12,0.028542,34.0364,56.040899653979245,0,0.0,0.0,0.0,0.1329,0.1956,at_risk
664,12.7855,77.8535,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,18.5581,171,0.1325,0.027921,34.8157,56.040899653979245,0,0.0,0.0,0.0,0.1379,0.1986,at_risk
665,12.7855,77.8625,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,15.0505,33,0.0966,0.027319,35.6047,56.040899653979245,0,0.0,0.0,0.0,0.1235,0.1895,stable
666,12.7855,77.8715,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,4.1201,0,0.0255,0.026736,36.4025,56.040899653979245,0,0.0,0.0,0.0,0.0951,0.1716,stable
667,12.7855,77.8805,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,2.1077,0,0.0131,0.026172,37.2088,56.040899653979245,0,0.0,0.0,0.0,0.0901,0.1684,stable
668,12.7855,77.8895,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,5.8314,0,0.0361,0.025626,38.023,56.040899653979245,0,0.0,0.0,0.0,0.0993,0.174,stable
669,12.7855,77.8985,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,11.7264,0,0.0727,0.025098,38.8445,56.040899653979245,0,0.0,0.0,0.0,0.114,0.1831,stable
670,12.7945,77.3045,0.274,0.6171,0.3651,-0.4511999999999999,0.3430999999999999,-0.252,-0.3601,0.41873333333333335,0.1777267659451815,-0.5951,0.4244,9.9386,0,0.0616,0.026283,37.0473,56.040899653979245,0,2.0,2.0,1.0,0.16,0.1982,at_risk
671,12.7945,77.3135,0.0127,0.4289,0.2934,-0.7689999999999999,0.4162,-0.1355,-0.4882999999999999,0.245,0.2122793678151506,-0.5517000000000001,0.8664,12.4999,0,0.0775,0.026864,36.2252,56.040899653979245,0,0.0,0.0,0.0,0.2617,0.2829,degraded
672,12.7945,77.3225,0.048,0.4633,0.2116,-0.5687,0.4153,-0.2517,-0.4051,0.24096666666666666,0.2092016331994885,-0.667,0.8682,12.3426,1,0.0766,0.027464,35.4109,56.040899653979245,0,0.0,0.0,0.0,0.2012,0.2478,at_risk
673,12.7945,77.3315,0.257,0.2645,0.1892,-0.3279999999999999,0.0075,-0.0753,-0.3957999999999999,0.23690000000000003,0.04147927193189389,-0.08280000000000001,0.1751,8.1627,0,0.0506,0.028086,34.6048,56.040899653979245,0,0.0,0.0,0.0,0.1186,0.196,at_risk
674,12.7945,77.3405,0.1499,0.5505,0.1654,-0.5446,0.4005999999999999,-0.3851,-0.5291,0.2886,0.22694442050863467,-0.7856999999999998,0.7864,2.1994,0,0.0136,0.028729,33.8076,56.040899653979245,0,0.0,0.0,0.0,0.1688,0.2797,degraded
675,12.7945,77.3495,0.2003,0.6907,0.1996,-0.4936999999999999,0.4903999999999999,-0.4911,-0.4943999999999999,0.3635333333333333,0.2833348607801965,-0.9814999999999998,0.7794,3.2575,0,0.0202,0.029395,33.0199,56.040899653979245,0,0.0,0.0,0.0,0.1562,0.2665,degraded
676,12.7945,77.3585,-0.0231,0.3856,0.1033,-0.6497,0.4087,-0.2823,-0.5233000000000001,0.15526666666666666,0.20924703900732583,-0.6910000000000001,1.3477,11.7861,0,0.073,0.030082,32.2424,56.040899653979245,0,0.0,0.0,0.0,0.2241,0.3261,degraded
677,12.7945,77.3675,0.2162,0.4764,0.2991,-0.5811,0.2602,-0.1773,-0.4982,0.3305666666666667,0.1329233739164536,-0.4375,0.4021,8.2393,0,0.0511,0.030792,31.4758,56.040899653979245,0,0.0,0.0,0.0,0.1948,0.2535,at_risk
678,12.7945,77.3765,0.0414,0.4124,0.2598,-0.434,0.371,-0.1526,-0.2156,0.23786666666666667,0.1864699797107656,-0.5236000000000001,0.7839,34.2063,1,0.2121,0.031525,30.721,56.040899653979245,0,0.0,0.0,0.0,0.215,0.1975,at_risk
679,12.7945,77.3855,0.0077,0.5442,0.267,-0.6659999999999999,0.5365,-0.2772,-0.4066999999999999,0.2729666666666667,0.26829976394572796,-0.8137,0.9829,23.4377,6,0.1459,0.03228,29.9788,56.040899653979245,0,0.0,0.0,0.0,0.2582,0.2737,degraded
680,12.7945,77.3945,0.1191,0.4884,0.1856,-0.6178,0.3693,-0.3028,-0.5513,0.2643666666666667,0.19684705568875888,-0.6721,0.7446,24.8843,3,0.1545,0.033058,29.2503,56.040899653979245,0,0.0,0.0,0.0,0.2471,0.3227,degraded
681,12.7945,77.4035,0.2969,0.5264,0.2473,-0.3525999999999999,0.2294999999999999,-0.2791,-0.4022,0.35686666666666667,0.14889997761360924,-0.5085999999999999,0.4172,6.2477,8,0.0395,0.033857,28.5364,56.040899653979245,0,0.0,0.0,0.0,0.1216,0.2116,at_risk
682,12.7945,77.4125,0.1738,-0.1697,0.3168,-0.5493999999999999,-0.3435,0.4865,-0.4063999999999999,0.1069666666666667,0.25004116327783577,0.8300000000000001,2.3375,16.3439,57,0.1071,0.034676,27.8383,56.040899653979245,0,0.0,0.0,0.0,0.3107,0.3455,degraded
683,12.7945,77.4215,0.0514,0.7819,0.2225,-0.4686,0.7305,-0.5594,-0.2975,0.3519333333333334,0.3820632190270785,-1.2899,1.0856,17.4676,42,0.1125,0.035515,27.1573,56.040899653979245,0,0.0,0.0,0.0,0.1856,0.2261,at_risk
684,12.7945,77.4305,0.2713,0.3198,0.3011,-0.5492,0.0484999999999999,-0.0186999999999999,-0.5194000000000001,0.29739999999999994,0.024460784942433873,-0.0671999999999998,0.0822,10.6146,10,0.0668,0.036371,26.4945,56.040899653979245,0,0.0,0.0,0.0,0.1915,0.2484,at_risk
685,12.7945,77.4395,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,16.7878,0,0.104,0.037242,25.8515,56.040899653979245,0,0.0,0.0,0.0,0.1265,0.1934,stable
686,12.7945,77.4485,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,7.2388,0,0.0449,0.038125,25.2297,56.040899653979245,0,0.0,0.0,0.0,0.1028,0.1789,stable
687,12.7945,77.4575,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,8.5833,0,0.0532,0.039016,24.6307,56.040899653979245,0,0.0,0.0,0.0,0.1062,0.1811,stable
688,12.7945,77.4665,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,2.2578,0,0.014,0.03991,24.0564,56.040899653979245,0,0.0,0.0,0.0,0.0905,0.1715,stable
689,12.7945,77.4755,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,21.4363,0,0.1328,0.040803,23.5083,56.040899653979245,0,0.0,0.0,0.0,0.138,0.2014,at_risk
690,12.7945,77.4845,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,8.1266,0,0.0504,0.041687,22.9885,56.040899653979245,0,0.0,0.0,0.0,0.105,0.181,stable
691,12.7945,77.4935,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,10.4885,0,0.065,0.042555,22.4989,56.040899653979245,0,0.0,0.0,0.0,0.1109,0.1848,stable
692,12.7945,77.5025,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,16.3791,2,0.1017,0.0434,22.0415,56.040899653979245,0,0.0,0.0,0.0,0.1256,0.1942,at_risk
693,12.7945,77.5115,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,31.9042,0,0.1977,0.044212,21.6183,56.040899653979245,0,0.0,0.0,0.0,0.1639,0.2183,at_risk
694,12.7945,77.5205,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,35.5984,0,0.2206,0.044981,21.2315,56.040899653979245,0,0.0,0.0,0.0,0.1731,0.2242,at_risk
695,12.7945,77.5295,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,15.6725,0,0.0971,0.045698,20.8829,56.040899653979245,0,0.0,0.0,0.0,0.1237,0.1935,stable
696,12.7945,77.5385,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,9.3874,0,0.0582,0.046351,20.5746,56.040899653979245,0,0.0,0.0,0.0,0.1082,0.1839,stable
697,12.7945,77.5475,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,2.5775,0,0.016,0.04693,20.3085,56.040899653979245,0,0.0,0.0,0.0,0.0913,0.1735,stable
698,12.7945,77.5565,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,3.8871,0,0.0241,0.047425,20.086,56.040899653979245,0,0.0,0.0,0.0,0.0945,0.1756,stable
699,12.7945,77.5655,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,0,0.0,0.047827,19.9089,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1697,stable
700,12.7945,77.5745,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,1,0.0001,0.048128,19.7781,56.040899653979245,0,13881.0,74.0,187.5811,0.0849,0.1698,stable
701,12.7945,77.5835,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,0.0,0,0.0,0.048321,19.6948,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1698,stable
702,12.7945,77.5925,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.17949999999999994,-0.33114999999999994,0.29131666666666667,0.09702312009687863,-0.27019999999999994,0.333,21.7264,41,0.1388,0.048404,19.6594,56.040899653979245,0,0.0,0.0,0.0,0.1404,0.2045,at_risk
